Symbol,Facility Gov ID,Facility Year
THS,1004996,2016
AEIS,1005068,2018
ARNA,1007410,2015
COG,1007410,2015
SUM,1006077,2015
CLMT,1011549,2015
CWEN,1005798,2018
USFD,1006819,2011
CHCO,1005225,2015
GEVO,1005284,2015
CLF,1005294,2017
AMR,1010315,2011
AOUT,1005337,2015
TRHC,1012091,2013
MH^C,1007766,2011
NGS,1005428,2015
AAL,1005432,2015
LILA,1006253,2011
BPMP,1005446,2018
CHCO,1005450,2015
WM,1005851,2015
CWBC,1007344,2014
CHCO,1006789,2015
CINR,1005621,2017
OVBC,1008766,2016
BPMP,1009343,2011
NGS,1005876,2011
BAC,1005880,2015
HA,1010344,2015
CHCO,1005910,2014
AZEK,1005928,2015
MPC,1011549,2018
KHC,1011249,2016
CHCO,1007018,2015
MPC,1006039,2018
ALIN^E,1006074,2016
CHCO,1006107,2015
GSK,1007998,2015
CHCO,1006178,2015
NAV,1006190,2015
RM,1006216,2015
WM,1006218,2014
WM,1006219,2015
VIST,1006227,2016
USFD,1006296,2015
SNY,1006361,2015
USFD,1005651,2011
RXN,1006482,2015
WM,1006501,2011
CHCO,1006526,2015
TWI,1006540,2017
CHCO,1006544,2015
BAC,1006564,2015
GPK,1006731,2017
JEF,1006690,2018
CHCO,1011031,2015
CE,1007868,2014
GFL,1006989,2018
CHCO,1007455,2015
NGS,1007118,2018
ATUS,1010760,2012
TAC,1007310,2015
ARCH,1007476,2018
BFRA,1007551,2015
SWK,1007732,2011
ALIN^E,1009350,2015
HUN,1007909,2018
MDWT,1007949,2015
HIG^G,1008022,2011
COG,1008052,2018
MH^C,1008063,2016
COG,1008266,2011
COG,1011908,2018
ETRN,1013365,2018
AEP,1008730,2011
AVGO,1008734,2016
CNX,1012762,2018
GGPI,1008999,2015
LPI,1009056,2015
WM,1009068,2011
SGU,1009167,2016
COG,1010420,2015
FANG,1009434,2015
JLL,1009547,2015
BTU,1009600,2018
BAC,1009621,2015
EQNR,1012557,2018
MGY,1010437,2015
LPI,1009683,2015
COG,1009720,2015
FCPT,1009780,2017
CHNR,1009860,2015
SCE^J,1009888,2015
CRK,1009907,2011
CNX,1009939,2018
GLDD,1010034,2017
AACG,1010106,2015
COG,1010164,2016
IR,1010710,2015
LII,1010232,2016
AIRI,1010260,2015
CHNR,1010294,2015
OAS,1010325,2015
BAC,1010326,2015
CHCO,1010364,2015
EP^C,1010481,2016
CYH,1010663,2015
EQNR,1010678,2018
CHCO,1010935,2015
CHCO,1011066,2015
NGS,1011116,2015
CHCO,1011215,2017
NGS,1012049,2015
CHCO,1011331,2015
TSLA,1011389,2015
CARR,1011406,2015
MH^C,1011427,2015
WM,1011531,2015
CEQP,1011627,2015
BPMP,1011635,2015
CDEV,1011690,2015
CAF,1010449,2011
SRE,1011831,2015
BPMP,1011897,2015
NGS,1011963,2016
MFC,1012054,2018
GF,1012083,2016
NGS,1012259,2018
BANC,1012289,2016
MH^C,1012407,2017
ENB,1012421,2018
WM,1012422,2017
NGS,1012494,2016
LPX,1012527,2017
HCCI,1012651,2018
COG,1012750,2017
HCDI,1012869,2018
GSS,1012873,2016
JRVR,1012954,2018
SWN,1012947,2018
EAD,1012982,2018
COG,1013035,2018
NGS,1013113,2018
BCC,1013165,2017
FSK,1013203,2018
COG,1013204,2018
BNED,1004727,2011
COG,1013291,2018
COG,1013301,2018
WM,1013315,2018
COG,1013325,2018
TGI,1013337,2018
BCE,1013339,2018
MH^C,1013501,2018
DAR,1013363,2018
COG,1013367,2018
MH^C,1013375,2018
BRBS,1013390,2018
BPMP,1013411,2018
TS,1013497,2018
ATUS,1000047,2017
PBA,1006841,2017
ASIX,1000089,2016
STWD,1007316,2011
AEP,1000259,2017
NLS,1001283,2017
GPK,1000409,2017
CPLP,1006839,2015
PCG,1000491,2015
TISI,1000523,2015
LW,1000615,2016
NLS,1000663,2017
AEP,1001376,2011
UG,1002160,2017
OEG,1005862,2016
ERII,1002655,2017
CHCO,1002799,2015
UG,1002864,2017
UG,1002905,2017
UG,1007904,2011
TPHS,1003482,2015
NLY,1003494,2015
BX,1003494,2017
MH^C,1003633,2015
DEN,1003698,2017
BSM,1011506,2015
CPLP,1004051,2014
CHNR,1005294,2011
AEIS,1005068,2017
NRG,1006915,2010
CHCO,1005426,2015
ALP^Q,1006705,2017
NGS,1007123,2012
AFI,1010386,2015
VRS,1007196,2017
HUN,1007909,2011
ACA,1008054,2016
CBT,1013101,2017
ARLP,1009850,2015
AMD,1010033,2015
RLX,1011101,2015
AMPY,1010304,2017
CHCO,1010207,2015
DCP,1002422,2014
CPLP,1010632,2015
COG,1010707,2015
CHNR,1011684,2017
COG,1011761,2017
ORN,1011823,2017
GAB^K,1011823,2017
ORN,1011823,2017
BRC,1011823,2017
BRC,1011823,2017
DIOD,1011826,2016
KMI,1012259,2017
ENB,1012421,2017
CHNR,1012465,2017
NGS,1009964,2015
WM,1006292,2015
HCCI,1012651,2017
BOH,1012851,2012
NGVT,1012867,2017
CHNR,1012909,2017
COG,1013035,2017
JRVR,1012937,2015
JRVR,1012954,2014
EAD,1012982,2017
BANC,1002726,2010
AEP,1006357,2010
COG,1013095,2017
CG,1000095,2015
NRUC,1010637,2016
CHCO,1000200,2015
D,1007239,2010
CHCO,1000224,2015
MDWT,1005874,2016
REGI,1000294,2016
MH^C,1000538,2016
BBU,1001257,2016
PII,1001291,2016
PII,1001292,2016
PII,1001352,2016
CHCO,1001361,2016
CHCO,1001568,2016
CR,1001616,2016
SR,1005967,2016
ACV,1001762,2016
MVO,1001767,2011
PATK,1001767,2011
AGRO,1001767,2013
BPMP,1002628,2010
PSX,1010471,2012
BUD,1006904,2011
KMI,1002097,2011
CVI,1005502,2016
BPMP,1006310,2010
ERII,1002447,2015
GTS,1007573,2015
CHCO,1002697,2015
ERII,1002765,2015
EWBC,1003274,2015
GER,1003494,2016
NLY,1003494,2016
WM,1003494,2016
MH^C,1003769,2016
SPLP,1003580,2016
TKR,1003861,2011
MH^C,1004058,2016
ETI^,1007927,2011
PARR,1004459,2016
REGI,1004685,2016
SMHI,1004861,2015
NGS,1008731,2011
CINR,1005621,2016
CHCO,1005776,2015
MRBK,1005795,2016
FRTA,1006015,2016
HL,1006162,2015
FMC,1006673,2011
PARR,1010442,2016
TOT,1006935,2011
AGR,1007035,2016
FCPT,1007245,2016
ISDR,1007300,2011
NGVT,1007512,2016
GTS,1007573,2016
MH^C,1007623,2015
CHCO,1007858,2016
CHCO,1007948,2015
NGS,1012028,2015
EOG,1008232,2016
RMCF,1008355,2016
COG,1012192,2016
KMI,1009338,2016
METC,1009758,2016
FCPT,1009780,2016
TRN,1009875,2015
GLDD,1010034,2016
OVBC,1010107,2015
BPMP,1010118,2016
QRVO,1010254,2016
HCC,1010328,2016
COG,1010406,2013
COIN,1010481,2016
CHCO,1010601,2015
AAMC,1011204,2016
CHCO,1011215,2016
PAA,1011361,2015
ARNC,1011475,2016
CEIX,1011503,2014
NS,1010434,2010
VCKA,1011684,2015
VSH,1011798,2016
QRVO,1011813,2016
RICE,1011861,2013
KMI,1012259,2016
MH^C,1012407,2016
WM,1012422,2016
PSX,1012469,2016
AA,1012517,2016
LPX,1012527,2016
COG,1012635,2016
AM,1012714,2016
COG,1012734,2016
COG,1012750,2016
WFG,1012765,2016
RMCF,1012773,2016
NFG,1012823,2016
PBF,1012865,2012
ALSN,1000048,2015
AEP,1000059,2015
CC,1006314,2015
VRTS,1000117,2015
AEP,1000703,2011
KMI,1002836,2011
PEBK,1000234,2015
WRK,1007964,2015
WRK,1002248,2015
BAC,1000328,2015
GPP,1006364,2011
GPK,1004982,2015
BAC,1000474,2015
STWD,1006745,2010
BRK/A,1000419,2010
WRK,1000624,2015
CHCO,1000643,2015
BTU,1000666,2015
ES,1009897,2015
AQN,1000795,2015
AEP,1000818,2015
AEP,1001302,2015
UGI,1011225,2015
CHCO,1001123,2011
SWN,1001164,2015
KODK,1001199,2011
ADS,1007920,2015
GWRS,1001231,2015
QMCO,1000125,2012
AEP,1001331,2015
GNTX,1001340,2015
HSC,1001348,2011
PII,1001352,2015
CHCO,1001568,2015
ENLC,1011722,2014
CHCO,1002843,2015
NGS,1005857,2011
ATH,1001629,2015
ACV,1001762,2015
COG,1001767,2015
COG,1001767,2015
TM,1001828,2015
CVX,1001962,2015
SRE,1011820,2015
KHC,1002142,2015
KHC,1002144,2015
MUR,1008113,2015
MDLZ,1002194,2015
CVA,1003243,2010
DVN,1002422,2010
CHCO,1006191,2010
JELD,1002559,2015
AROC,1007169,2015
OEG,1002570,2015
OEG,1002571,2015
CC,1002589,2015
BEP,1002611,2015
CC,1002616,2015
CC,1002618,2015
VLO,1010774,2010
CBFV,1000259,2010
ABBV,1007514,2015
ENB,1012062,2015
ENB,1010613,2015
CHCO,1003137,2010
PII,1003138,2013
ENLC,1011705,2015
TBCP,1003289,2015
TBCP,1003290,2015
GT,1004610,2011
TRP,1003473,2015
FMS,1003712,2015
WRK,1003749,2015
CHCO,1003762,2011
CHCO,1003818,2015
CHNR,1003883,2015
WM,1007607,2015
DOW,1005516,2011
CVX,1003991,2015
MH^C,1004058,2015
OGS,1004336,2015
HUN,1004127,2015
USFD,1004194,2015
WM,1004204,2015
STT^G,1004266,2011
CHCO,1004348,2015
CHCO,1004423,2015
WCN,1004059,2010
POST,1004633,2015
BCOW,1004921,2015
WTI,1010719,2015
CHCO,1004882,2010
BAC,1006606,2015
THS,1004996,2015
CHCO,1008057,2010
WTI,1007410,2015
CHCO,1005083,2015
MGU,1005162,2011
CHCO,1005168,2010
PQG,1008044,2015
RFP,1005422,2015
DOW,1003967,2011
ORAN,1005524,2015
CWBC,1005542,2015
NUE,1005700,2015
TRN,1005835,2015
OEG,1005862,2015
CHCO,1006127,2010
CHCO,1005917,2015
KMI,1006042,2015
ALIN^E,1006074,2015
CHCO,1006118,2015
VIST,1006227,2015
CEE,1006294,2015
IGR,1006313,2015
FDP,1006447,2015
DRTT,1006545,2015
FLR,1006675,2015
T,1006680,2014
CHCO,1006684,2015
CHCO,1006693,2010
USFD,1006765,2015
QMCO,1006869,2015
CHCO,1006978,2013
SGU,1007037,2015
IPLDP,1007101,2015
WRK,1007512,2015
ARLP,1007604,2015
CHCO,1007654,2015
TPHS,1008054,2015
CLR,1011191,2015
ARLP,1011546,2015
HBP,1010611,2015
SGU,1009167,2015
MLR,1010420,2012
WM,1009444,2015
ALE,1009492,2015
SWKS,1009735,2015
COG,1009732,2015
MXIM,1010005,2015
USFD,1010046,2015
NXPI,1010067,2015
SAFM,1010104,2015
MH^C,1010142,2015
COG,1010164,2015
LII,1010232,2015
BAC,1010248,2015
COIN,1010481,2015
EP^C,1010481,2015
BEP,1010538,2015
CCF,1010562,2015
GJO,1010779,2015
COG,1010931,2015
KMF,1011291,2015
AAMC,1011204,2015
NOA,1011242,2015
KHC,1011249,2015
AEO,1011250,2015
COG,1011332,2015
CHCO,1004223,2010
GDP,1011689,2015
HBAN,1011724,2015
USAC,1011743,2015
COG,1011761,2015
INSP,1011769,2010
BANC,1011772,2014
USFD,1011785,2015
HON,1011787,2011
VSH,1011798,2012
MEOH,1011799,2015
ARLP,1011811,2015
KMI,1011817,2014
DIOD,1011826,2014
BRKS,1011844,2010
MH^C,1011849,2015
ARCH,1011873,2015
COG,1012060,2015
BPMP,1011930,2015
CHNR,1011963,2015
COG,1012059,2015
CHCO,1012067,2015
COG,1012070,2015
GF,1012083,2014
AMTX,1012089,2015
CHCO,1012097,2013
CHCO,1012097,2013
WM,1012100,2015
WM,1012114,2015
COG,1012661,2015
PCG,1000011,2014
TSN,1006783,2011
NUE,1007946,2010
KRA,1000032,2011
REGI,1000035,2013
ANDE,1007933,2011
REGI,1000035,2013
TSN,1006783,2010
ALSN,1000048,2011
SLCA,1000052,2011
CHCO,1007189,2010
AEP,1001302,2010
SGU,1007358,2010
CHCO,1002404,2011
CTA^A,1007916,2010
CHCO,1000090,2010
CHCO,1000091,2011
AEP,1000999,2010
F,1006754,2010
VRTS,1000117,2014
UAMY,1006391,2010
NGS,1000137,2011
XEL,1001008,2010
PPL,1000893,2010
ALE,1009492,2010
CHCO,1000161,2010
GSBC,1007432,2010
AZEK,1000176,2010
SGU,1006824,2010
GLT,1004199,2011
PG,1002674,2010
WCN,1007624,2011
EOG,1009905,2011
DEN,1009643,2011
UAMY,1006690,2010
CHCO,1006172,2011
CHCO,1000200,2010
KMI,1001947,2010
BRK/A,1006376,2010
WY,1000228,2011
REYN,1004260,2011
EMN,1007438,2010
PEBK,1000234,2011
ENB,1007106,2011
MGEE,1001186,2011
JRVR,1000252,2012
INGR,1010590,2012
NEE,1000269,2010
DOW,1010380,2010
AES,1007781,2011
CHCO,1004438,2014
RFP,1000311,2011
UFS,1005994,2010
BAC,1000328,2011
CHCO,1000339,2010
LYB,1007562,2011
AIRI,1006711,2010
RFP,1000348,2011
MUR,1000352,2013
SON,1000353,2011
BCEI,1010318,2011
CVA,1006772,2010
ERII,1000362,2013
CHCO,1000365,2011
CHCO,1004491,2010
CHCO,1000372,2010
CHCO,1000381,2011
PCG,1000388,2011
GGB,1005344,2010
CHCO,1000395,2010
GPK,1000409,2011
REGI,1003282,2011
AAIC,1000415,2010
TAC,1000419,2010
CHCO,1000423,2011
NRG,1007931,2010
IP,1007226,2010
PCG,1007469,2010
MH^C,1000440,2011
MH^C,1000441,2011
CHCO,1005802,2011
FLIC,1000450,2010
GE,1007940,2010
CHCO,1000461,2011
CHCO,1006727,2010
GE,1009583,2011
CHCO,1000471,2011
BAC,1000474,2011
CHCO,1000477,2011
NGS,1000479,2011
BCOW,1004293,2011
PCG,1000491,2010
CHCO,1000493,2010
TISI,1000523,2011
AEP,1000528,2010
CHCO,1000534,2011
CHCO,1007689,2010
CHCO,1000569,2010
CHCO,1000581,2010
RBCN,1000592,2010
VRS,1001296,2014
GPK,1004672,2010
HON,1000626,2010
BA,1000640,2010
BA,1000639,2011
CHCO,1000643,2011
EXC,1000653,2012
BTU,1000666,2010
CHCO,1000820,2010
CHCO,1003491,2011
CHCO,1000722,2011
CHCO,1001065,2010
SGU,1007053,2010
NGG,1009741,2011
SGU,1000782,2011
ATAX,1000782,2011
SGU,1000782,2011
CHCO,1000784,2010
ATUS,1000807,2012
SGU,1001406,2010
ALIN^A,1001406,2010
ALIN^B,1001406,2010
SGU,1000814,2011
EAI,1007353,2010
SGU,1001303,2010
DUK,1000841,2014
CHCO,1000851,2011
EPD,1009520,2010
CHCO,1004954,2010
UG,1000872,2011
CNST,1005995,2011
UGI,1011225,2010
CHCO,1000952,2011
DTB,1000989,2011
CHCO,1007434,2011
CHCO,1000996,2014
UAMY,1000999,2011
CHCO,1001059,2011
CHCO,1001059,2011
DUK,1001007,2014
AEP,1001018,2011
MINN,1001024,2010
NWE,1001027,2011
BKH,1001028,2011
MINN,1001030,2011
CHCO,1001032,2011
CHCO,1004423,2010
CHCO,1001047,2010
BLDP,1001036,2010
CHCO,1007431,2010
LECO,1007144,2010
PBF,1001056,2011
CHCO,1001059,2011
CHCO,1001060,2010
CHCO,1001060,2010
CHCO,1001060,2010
LNT,1001612,2010
CHCO,1001088,2010
CHCO,1001089,2011
CHCO,1006663,2010
NWE,1001117,2010
CHCO,1001117,2010
DTE,1001120,2012
CHCO,1005113,2010
CHCO,1001134,2011
AES,1001144,2010
PSX,1002255,2011
AESR,1001154,2010
D,1007183,2010
SWN,1001164,2010
AES,1007781,2010
SGU,1001225,2011
GWRS,1001231,2010
GE,1006678,2010
SBT,1001235,2013
CVA,1001245,2011
ASPU,1001256,2014
BEP,1001257,2013
QMCO,1009813,2011
NSTB,1001276,2011
BRK/A,1001278,2010
GE,1001278,2011
TAC,1001278,2011
CHCO,1001280,2011
AESR,1001299,2014
PCG,1001306,2010
BAC,1001316,2011
GNTX,1001340,2010
HSC,1001346,2011
EAI,1001347,2010
WM,1001351,2010
PII,1001352,2013
NGS,1001386,2013
NGS,1005747,2013
SGU,1007358,2010
SGU,1001406,2014
FSTR,1001406,2014
PNW,1001421,2011
NRG,1007609,2012
CHCO,1006097,2010
CHCO,1001459,2010
CHCO,1001487,2011
CHCO,1001487,2011
CHCO,1001487,2011
CHCO,1001487,2011
CHCO,1001500,2011
CHCO,1001500,2011
AEE,1001516,2011
CHCO,1001529,2011
AES,1001533,2010
AES,1001534,2010
AES,1001536,2010
IPLDP,1001551,2010
CHCO,1001568,2010
CHCO,1001580,2011
CHCO,1002843,2011
CHCO,1007455,2010
REYN,1001588,2011
ENLC,1010833,2014
CHCO,1007708,2010
BRK/A,1000520,2010
CHCO,1001614,2010
WM,1001627,2010
ASAI,1011271,2014
AEIS,1007212,2010
CHNR,1009370,2011
AEIS,1007124,2010
CVA,1005171,2010
COP,1007371,2011
CVX,1007371,2010
ARLP,1002923,2010
BEP,1008458,2012
BEP,1010556,2012
ARLP,1009772,2012
CHCO,1001679,2011
BTU,1001686,2011
REGI,1001691,2011
OXY,1005164,2010
CVX,1007425,2010
COG,1001767,2011
MMSI,1010657,2011
CHCO,1001770,2010
PEP,1005677,2011
CVX,1001799,2011
WTI,1010633,2011
MMLP,1007410,2011
HES,1002562,2010
CVA,1007914,2011
TM,1001828,2010
HMC,1001842,2010
VRS,1003164,2011
PESI,1001897,2011
SLCA,1002109,2010
AEIS,1010287,2014
AEMD,1001921,2010
CHCO,1001925,2010
CHCO,1001960,2011
CVX,1001962,2010
TSE,1001962,2014
VLO,1009080,2010
HRB,1001972,2011
JOUT,1001972,2011
JOAN,1001972,2011
COHN,1001972,2011
GRA,1001972,2011
CHCO,1001984,2011
RSG,1002473,2013
BEP,1001994,2012
NGS,1002001,2013
WM,1002004,2010
CTA^A,1002003,2011
WM,1002004,2011
KMB,1006065,2010
HBP,1002186,2013
OC,1010004,2011
PG,1007277,2010
USFD,1005415,2011
CHCO,1002065,2010
EXPR,1003142,2012
SPGI,1002772,2010
CHCO,1006615,2010
EXPR,1002931,2010
KMI,1002931,2010
EXPR,1002931,2013
CLMT,1003006,2013
ORAN,1002104,2010
ORAN,1007397,2010
AA,1002112,2011
CENX,1006853,2010
LECO,1002114,2011
ERII,1002277,2010
SGRP,1002131,2011
EP^C,1002133,2012
USFD,1002194,2010
USFD,1002144,2012
CVX,1006967,2010
UAMY,1002303,2010
CHCO,1007970,2010
CHCO,1002159,2011
WM,1002168,2010
CHCO,1002171,2011
MUR,1007059,2010
MDLZ,1002194,2012
K,1002258,2010
USFD,1002227,2011
GE,1002243,2011
CNP,1002244,2013
QMCO,1002251,2011
ARLP,1010320,2011
ARLP,1007367,2010
PPG,1008459,2010
COP,1007518,2010
ARLP,1002265,2011
COG,1002265,2011
AEHL,1002265,2011
SGU,1002265,2011
AMOV,1002265,2011
PATK,1002265,2011
POWL,1002265,2011
CHCO,1005667,2010
CRD/A,1002276,2010
BPMP,1002278,2011
AESR,1002312,2012
CHCO,1002328,2011
SGU,1002331,2011
SGU,1002334,2010
CHCO,1002340,2010
MRO,1002345,2011
CHCO,1002351,2010
BK,1002399,2011
BAC,1002405,2012
BPMP,1008292,2014
BAC,1002432,2012
MH^C,1007402,2011
WM,1002436,2013
ERII,1002447,2011
CHCO,1002799,2014
PBT,1002630,2011
CHCO,1002457,2013
BPMP,1010927,2013
CHCO,1002484,2010
EXTN,1007169,2011
GWRS,1002493,2014
MH^C,1004072,2011
VLO,1002505,2011
CHCO,1002511,2010
CHCO,1002513,2013
KMI,1002518,2011
CHCO,1002538,2010
NGS,1002539,2013
CHCO,1002545,2011
CHCO,1002546,2011
WM,1002547,2010
DOW,1002548,2012
BAC,1002549,2012
CHCO,1002550,2010
MH^C,1002551,2011
CHCO,1002554,2010
JELD,1002559,2012
WM,1007677,2010
LNT,1002571,2011
NSC,1002572,2011
BUD,1002915,2011
CHCO,1002581,2010
CHCO,1002593,2010
BAC,1002598,2010
BAC,1002601,2011
MHK,1002603,2010
PFE,1006941,2011
BEP,1002611,2013
CTA^A,1002616,2011
BAC,1002620,2012
NUE,1005976,2011
ABST,1002627,2011
DVN,1005858,2011
ERII,1002634,2011
CHCO,1002645,2010
AGRO,1002652,2013
GT,1002654,2011
GTS,1007573,2010
CHCO,1002656,2010
CVX,1002668,2010
WEN,1002668,2010
AESR,1002694,2010
CHCO,1002697,2010
CHCO,1002700,2010
CHCO,1002705,2010
CHCO,1002729,2010
WM,1002746,2011
SLCA,1002747,2010
CHCO,1005493,2011
MRO,1002345,2010
ERII,1002796,2010
CHCO,1002766,2010
HWKN,1002794,2010
AA,1007937,2010
WCN,1004679,2010
MS,1002833,2011
CHCO,1002855,2012
GSK,1002857,2010
COG,1002858,2011
CHCO,1002860,2010
RM,1002863,2010
BUD,1003258,2010
WM,1006149,2011
CHCO,1002902,2013
RRBI,1002909,2011
UG,1002921,2010
EXPR,1002931,2013
HCAP,1002934,2011
COG,1006244,2013
CHCO,1002957,2010
MHK,1008021,2011
BCC,1006522,2010
CHCO,1002964,2010
HCAP,1006244,2011
ABBV,1007514,2013
FCX,1002985,2014
GT,1003706,2010
CHCO,1003030,2010
WM,1003033,2010
CHCO,1003034,2010
HIHO,1003036,2011
PFE,1003040,2010
CTA^A,1003041,2011
CHCO,1003044,2014
CHNR,1011535,2014
NFG,1005663,2010
ARLP,1006795,2010
PAA,1003092,2013
PAA,1003245,2011
ERII,1003110,2010
AEHL,1003130,2011
AA,1003147,2010
CHCO,1003147,2010
VLO,1003150,2011
CHCO,1003163,2011
SNII,1003175,2011
CLMT,1003185,2011
MMM,1007698,2010
CHCO,1003227,2010
CHCO,1003228,2011
CHCO,1003263,2010
WCN,1007624,2010
EWBC,1003274,2014
CVX,1003286,2010
CX,1004758,2010
CHCO,1003328,2014
DRTT,1006545,2013
CHCO,1006629,2010
TRGP,1007352,2010
BUD,1003352,2011
CHCO,1003368,2011
CHCO,1005634,2010
ALB,1004307,2010
CHCO,1003428,2010
AESR,1008027,2010
BPMP,1003539,2011
CHCO,1003442,2010
CHCO,1003442,2012
CHCO,1003445,2010
COG,1008207,2011
WM,1003450,2012
SHW,1003455,2010
NUE,1002621,2010
RMCF,1003465,2011
CHCO,1003471,2011
TRP,1003473,2011
ADM,1005940,2010
TRN,1003482,2014
TWI,1003486,2010
RIO,1003490,2010
NLY,1003494,2010
MH^C,1003496,2014
WM,1003505,2010
GM,1003506,2011
INGR,1003513,2012
CHCO,1003524,2010
BUD,1006904,2010
COG,1006472,2013
STT^G,1003550,2011
MH^C,1003585,2011
AIRI,1004725,2011
CHCO,1003601,2010
WM,1003605,2011
WY,1003617,2011
BAC,1003617,2011
APWC,1003617,2011
SLCA,1003631,2010
MH^C,1003633,2014
AZEK,1003643,2010
NRG,1003647,2010
AEP,1007452,2011
TVC,1003667,2010
TVC,1003667,2011
CHCO,1003683,2010
CHSCL,1004657,2010
CHCO,1003704,2011
GT,1003706,2011
BSM,1010245,2011
HAL,1003913,2011
AIRI,1003780,2010
CHCO,1006318,2010
ARLP,1010917,2013
CVX,1006184,2010
CHCO,1003746,2010
COG,1003754,2011
ADI,1003759,2011
FCX,1006947,2010
CVX,1008031,2010
CHCO,1003812,2010
CHCO,1003813,2010
CHCO,1003818,2011
STT^G,1005666,2011
GT,1004610,2010
NGS,1005811,2011
MH^C,1003850,2011
GRA,1003857,2010
CHCO,1003865,2011
SBCF,1003883,2010
CHNR,1003883,2010
BAC,1007867,2010
WM,1007607,2010
CHCO,1003949,2010
ORAN,1003953,2013
CHCO,1003963,2011
CHCO,1003969,2010
NRG,1007243,2010
CHCO,1003979,2010
CAT,1003985,2010
CHCO,1003986,2011
CVX,1003991,2010
CLH,1009930,2011
INTC,1004371,2010
WU,1004015,2010
CMC,1005346,2010
CHCO,1004044,2011
AGRO,1006432,2011
CHCO,1004053,2010
CHCO,1004063,2010
CHCO,1004077,2010
CHCO,1004093,2014
STLD,1006972,2010
OGS,1004107,2014
OGS,1004336,2014
CHCO,1006280,2010
KVSB,1004125,2011
REGI,1004125,2011
CHCO,1004132,2010
CTA^A,1006145,2010
CHCO,1004159,2011
STT^G,1004171,2011
USFD,1004194,2011
TRGP,1004744,2011
XOM,1007410,2011
WTI,1004196,2011
DCP,1007410,2011
PPL,1004203,2011
WM,1004204,2010
MMM,1004206,2010
CHCO,1004207,2011
SD,1009875,2011
CHCO,1004214,2010
MH^C,1006919,2011
EFSC,1005018,2010
IPVF,1004244,2014
CMC,1004259,2011
ARLP,1010618,2012
CHCO,1005945,2011
IBM,1004300,2011
BMY,1004316,2011
ASAI,1004320,2012
CHCO,1004328,2010
CHCO,1004335,2010
IPI,1006467,2010
CHCO,1004341,2010
CHCO,1004348,2010
CHCO,1004364,2011
CHCO,1004378,2011
CHCO,1004387,2010
CHCO,1004391,2010
BPMP,1008416,2011
GGB,1004411,2011
RFP,1004416,2011
TVC,1007128,2010
CHCO,1004420,2010
CHCO,1004423,2011
NGS,1004429,2010
FMC,1006673,2010
CHCO,1004460,2010
WM,1004465,2011
CAT,1005990,2010
PKX,1004478,2011
BAC,1004544,2013
CIZN,1004507,2011
MT,1004509,2010
CHCO,1004519,2010
CHCO,1004523,2010
BEAM,1004528,2011
BEAM,1004529,2011
CHCO,1004533,2014
CHCO,1004541,2010
CHCO,1004543,2010
RM,1004550,2011
CHCO,1004565,2010
CHCO,1004566,2010
HIGA,1004570,2012
CHCO,1004572,2010
CHCO,1004573,2010
CHCO,1004577,2011
CHCO,1004582,2010
EXP,1007404,2010
CHCO,1004590,2012
CHCO,1004592,2010
NGS,1004602,2010
GE,1006605,2010
CDEV,1010839,2012
EPD,1004666,2010
ASML,1004629,2011
POST,1004633,2012
BK,1004653,2010
CHCO,1004676,2010
WM,1006292,2012
ARLP,1009833,2012
WM,1004696,2010
TGI,1004700,2011
WM,1004702,2014
ACB,1004719,2011
EPD,1004727,2011
MMLP,1004727,2011
WTI,1004727,2011
SRLP,1004739,2012
USFD,1006355,2010
ERII,1004947,2013
ABEV,1004870,2011
CHCO,1004751,2010
ADV,1004752,2012
CHCO,1004755,2010
ATO,1004794,2011
EPD,1010448,2010
CHCO,1004828,2010
TREC,1004829,2014
MMM,1006665,2010
CHCO,1004848,2011
OC,1004852,2010
NRG,1004854,2013
SMHI,1004861,2011
CHCO,1004868,2010
NGS,1004872,2011
LYB,1004880,2011
MCHP,1004883,2011
CHCO,1004884,2010
CHCO,1004897,2011
WY,1004901,2011
CHCO,1004910,2010
NGS,1004919,2011
CHNR,1004924,2011
SRE,1007125,2010
TM,1004949,2010
AMOV,1004956,2011
WM,1004956,2011
BAC,1005981,2011
BPMP,1004973,2012
CHCO,1004993,2014
CNP,1004995,2011
THS,1004996,2010
XOM,1007959,2010
SHW,1005031,2011
EPD,1005036,2011
AQN,1005044,2011
AIH,1005068,2010
ARNA,1005071,2011
SGU,1007410,2011
ALIN^E,1007410,2011
COG,1007410,2011
COG,1005071,2011
WTI,1007410,2011
DIAX,1005080,2011
CHCO,1005083,2010
CHCO,1005085,2010
CHCO,1005092,2010
SGU,1005097,2010
SUM,1005987,2011
CBT,1006435,2010
CNP,1005140,2011
AIRI,1005141,2011
CRC,1008409,2014
CVA,1007914,2010
CHCO,1005201,2010
AIRI,1006943,2010
AIRI,1005211,2011
ASML,1005217,2011
CHCO,1005225,2011
CHCO,1005237,2010
CWST,1005379,2010
ALEX,1005265,2011
WM,1005282,2010
GEVO,1005284,2010
CHCO,1005285,2011
CHCO,1005291,2011
CHCO,1005301,2011
CHCO,1005314,2011
CHCO,1005316,2010
CHCO,1005318,2010
CHCO,1005329,2010
CX,1005331,2010
CNP,1005332,2011
AOUT,1005337,2011
JLL,1005339,2012
SJM,1005340,2010
TRHC,1005343,2013
CLMT,1005363,2011
MH^C,1005366,2010
BKSC,1005381,2011
CHCO,1005388,2011
CHCO,1005399,2011
