Symbol,Date,ESG Score,Environment,Emissions,Resource Use,Innovation,Social,Human Rights,Product Responsibility,Workforce,Community,Governance,Management,Shareholders,CSR Strategy
BLUE,2021-06-19,30,0,0,0,0,50,71,28,77,51,32,38,34,0
BMI,2021-06-19,47,58,26,54,74,47,45,38,45,58,33,27,51,37
BMRC,2021-06-19,45,2,11,0,0,40,0,31,37,83,71,97,30,0
BMRN,2021-06-19,41,25,21,36,0,46,48,14,52,68,46,65,15,0
BMTC,2021-06-19,33,7,36,6,0,36,0,31,29,79,40,42,59,0
BMY,2021-06-19,75,73,87,83,0,80,83,57,86,92,70,59,88,93
BNED,2021-06-19,33,0,0,0,0,36,30,26,14,65,47,43,89,0
BNFT,2021-06-19,20,0,0,0,0,27,0,35,16,37,19,4,81,0
BNL,2021-06-19,10,0,0,0,0,8,0,0,3,20,23,15,63,0
BOCH,2021-06-19,36,14,42,44,0,27,24,31,21,37,57,60,59,39
BOH,2021-06-19,51,45,36,35,50,45,0,31,49,83,63,91,9,6
BOKF,2021-06-19,31,4,3,21,0,46,0,32,54,79,22,27,20,0
BOMN,2021-06-19,20,7,17,0,0,26,0,34,19,43,17,14,36,0
BOOM,2021-06-19,50,41,50,46,0,47,49,21,73,24,66,81,10,72
BOOT,2021-06-19,29,10,11,16,0,39,45,26,18,65,27,34,21,0
BOX,2021-06-19,46,12,29,16,0,45,0,35,53,68,58,67,66,0
BPFH,2021-06-19,55,62,49,33,72,63,0,91,63,95,40,49,18,31
BPMC,2021-06-19,44,0,0,0,0,60,0,77,67,51,60,82,26,0
BPOP,2021-06-19,46,30,25,36,29,54,0,32,67,93,42,50,10,50
BPRN,2021-06-19,13,0,0,0,0,9,0,0,6,29,23,29,19,0
BPYU,2021-06-19,44,59,44,68,78,52,0,42,32,88,20,9,65,6
BR,2021-06-19,68,69,83,72,50,73,75,43,92,86,64,63,84,39
BRBR,2021-06-19,26,11,9,9,25,49,33,81,20,58,1,1,4,0
BRC,2021-06-19,36,16,31,15,0,53,44,89,26,59,30,43,7,0
BRKL,2021-06-19,22,0,0,0,0,19,0,32,12,38,34,31,66,0
BRKR,2021-06-19,37,9,0,33,0,30,11,48,23,34,59,66,75,0
BRKS,2021-06-19,37,6,14,6,0,41,27,73,19,58,68,89,35,12
BRMK,2021-06-19,22,0,0,0,0,48,0,42,50,59,24,8,92,0
BRO,2021-06-19,32,0,0,0,0,32,0,36,27,53,43,36,94,0
BRP,2021-06-19,13,0,0,0,0,26,0,36,11,52,2,2,5,0
BRT,2021-06-19,14,0,0,0,0,15,0,0,6,37,31,24,73,0
BRW,2021-06-19,33,16,46,25,0,36,37,46,64,7,37,28,55,54
BRY,2021-06-19,41,17,34,17,0,60,74,30,57,63,42,45,17,64
BSBK,2021-06-19,21,0,0,0,0,27,0,31,48,12,21,32,2,0
BSET,2021-06-19,27,0,0,1,0,26,7,21,20,65,64,83,46,0
BSGM,2021-06-19,25,0,0,0,0,25,0,48,10,34,37,36,65,0
BSRR,2021-06-19,18,0,0,0,0,22,0,32,13,48,20,10,67,0
BSVN,2021-06-19,21,0,0,0,0,30,0,31,34,45,16,18,20,0
BSX,2021-06-19,80,61,97,93,0,90,82,98,96,84,77,82,62,72
BTAI,2021-06-19,33,40,35,50,0,51,0,75,86,17,14,4,56,0
BTU,2021-06-19,71,63,74,58,0,68,58,22,65,85,83,99,52,52
BUSE,2021-06-19,50,0,0,0,0,48,0,65,50,71,73,97,41,0
BV,2021-06-19,29,29,23,27,37,33,0,28,52,59,25,13,56,39
BVH,2021-06-19,18,6,13,0,0,18,0,18,7,42,28,24,58,0
BW,2021-06-19,27,31,0,45,41,39,19,55,32,56,5,3,15,0
BWA,2021-06-19,55,64,57,62,69,51,46,37,42,87,51,50,29,94
BWB,2021-06-19,28,0,0,0,0,31,0,32,37,48,34,30,70,0
BWFG,2021-06-19,25,0,0,0,0,21,0,31,3,62,40,51,20,16
BWXT,2021-06-19,44,47,49,34,55,44,15,81,49,53,43,52,5,54
BX,2021-06-19,34,34,43,42,28,71,47,46,69,92,1,1,0,6
BXMT,2021-06-19,31,17,0,36,0,43,41,42,24,61,38,31,78,12
BXP,2021-06-19,67,73,94,64,24,60,0,42,56,88,66,72,32,85
BXS,2021-06-19,44,8,25,21,0,46,0,76,25,96,56,82,4,0
BY,2021-06-19,35,0,0,0,0,20,0,32,20,29,70,93,38,0
BYD,2021-06-19,44,10,0,20,0,50,0,51,47,90,65,79,64,0
BYND,2021-06-19,28,18,9,17,65,21,0,28,15,46,51,71,16,6
BYSI,2021-06-19,40,0,0,0,0,24,0,0,22,51,81,92,94,0
BZH,2021-06-19,40,36,0,0,81,19,0,17,13,60,77,86,95,0
C,2021-06-19,85,94,94,96,93,81,80,75,83,83,87,99,50,87
CABA,2021-06-19,17,0,0,0,0,34,0,26,31,50,12,8,31,0
CABO,2021-06-19,30,8,16,9,0,20,0,16,33,40,68,83,63,0
CAC,2021-06-19,56,29,37,6,32,55,0,76,60,75,68,68,96,23
CACC,2021-06-19,39,0,0,0,0,32,0,32,36,53,63,75,66,0
CACI,2021-06-19,53,9,5,25,0,66,0,81,51,89,55,64,64,0
CADE,2021-06-19,50,9,4,52,0,58,72,31,61,62,56,72,14,39
CAG,2021-06-19,72,64,68,68,26,67,26,84,69,96,87,84,100,85
CAH,2021-06-19,66,58,74,72,0,66,78,31,85,85,71,60,95,85
CAI,2021-06-19,17,5,15,0,0,16,0,28,3,38,26,33,19,0
CAKE,2021-06-19,61,44,32,58,24,63,31,84,36,74,73,84,72,23
CAL,2021-06-19,36,0,0,0,0,29,0,26,9,65,62,77,50,0
CALA,2021-06-19,35,0,0,0,0,30,0,26,12,50,63,94,2,0
CALB,2021-06-19,18,0,0,0,0,11,0,32,9,11,34,29,73,0
CALM,2021-06-19,13,0,0,0,0,12,0,0,10,48,29,22,71,0
CALX,2021-06-19,31,3,14,0,0,26,0,18,31,42,52,60,58,0
CAMP,2021-06-19,52,33,17,25,61,52,56,44,47,66,66,65,87,39
CAR,2021-06-19,46,40,51,46,0,59,86,72,39,53,32,25,29,69
CARA,2021-06-19,35,0,0,0,0,32,0,26,20,50,60,87,11,0
CARE,2021-06-19,33,0,0,0,0,24,0,32,17,48,58,63,82,0
CARG,2021-06-19,22,0,0,0,0,50,0,35,35,89,4,5,1,0
CASA,2021-06-19,12,0,0,0,0,27,0,18,39,42,4,1,15,0
CASH,2021-06-19,33,8,42,6,0,31,5,31,42,37,46,59,30,6
CASI,2021-06-19,26,0,0,0,0,52,0,59,60,51,19,6,77,0
CASS,2021-06-19,17,0,0,0,0,16,0,28,4,37,29,35,30,0
CASY,2021-06-19,30,28,30,11,49,29,0,8,51,61,34,42,25,6
CAT,2021-06-19,68,60,67,97,40,78,74,70,76,94,63,59,65,76
CATB,2021-06-19,19,0,0,0,0,42,0,77,48,14,11,13,9,0
CATC,2021-06-19,27,0,0,0,0,38,0,32,37,74,22,7,85,0
CATM,2021-06-19,36,0,0,0,0,32,32,28,27,38,67,92,31,0
CATO,2021-06-19,35,0,0,0,0,27,0,26,2,65,60,89,3,0
CATY,2021-06-19,28,35,11,0,50,26,0,31,43,17,27,35,18,0
CBAN,2021-06-19,26,0,0,0,0,29,0,31,31,45,33,35,50,0
CBAY,2021-06-19,40,0,0,0,0,45,0,75,4,50,61,86,18,0
CBB,2021-06-19,33,7,6,14,0,23,26,17,25,25,72,87,69,0
CBFV,2021-06-19,23,0,0,0,0,19,0,31,16,30,37,52,12,0
CBIO,2021-06-19,25,0,0,0,0,41,0,28,59,51,27,15,85,0
CBNK,2021-06-19,25,0,0,0,0,27,0,32,26,48,32,46,6,0
CBRE,2021-06-19,87,77,81,80,64,88,96,74,83,98,95,94,96,96
CBRL,2021-06-19,38,29,13,49,0,27,14,18,20,61,62,87,6,23
CBSH,2021-06-19,36,14,52,34,0,50,0,64,67,54,24,21,21,46
CBT,2021-06-19,77,67,50,68,81,80,93,56,68,90,90,93,79,96
CBTX,2021-06-19,27,0,0,0,0,28,0,32,17,64,36,40,46,0
CBU,2021-06-19,42,4,19,6,0,31,0,31,17,80,70,96,33,0
CBZ,2021-06-19,51,12,25,10,0,60,77,28,39,83,68,87,32,24
CC,2021-06-19,67,64,79,87,26,74,83,56,77,69,62,49,83,99
CCB,2021-06-19,15,0,0,0,0,15,0,32,22,5,21,28,10,0
CCBG,2021-06-19,34,5,4,26,0,34,0,31,58,26,45,56,38,0
CCF,2021-06-19,45,54,40,21,74,44,74,38,26,29,37,30,56,43
CCI,2021-06-19,68,78,87,84,24,59,36,42,72,61,66,63,71,69
CCK,2021-06-19,45,49,54,50,38,39,21,64,26,67,51,50,54,49
CCL,2021-06-19,85,77,98,70,0,89,92,90,95,79,84,92,58,88
CCMP,2021-06-19,49,31,53,49,0,53,51,48,58,58,64,80,39,23
CCNE,2021-06-19,32,2,4,6,0,35,0,75,34,37,40,57,10,0
CCO,2021-06-19,33,22,13,6,50,47,60,34,32,67,17,25,0,0
CCOI,2021-06-19,23,1,2,2,0,21,1,53,14,6,42,43,66,0
CCRN,2021-06-19,39,0,0,0,0,25,4,28,11,60,84,96,99,0
CCS,2021-06-19,40,27,26,4,43,52,78,17,56,41,37,50,17,0
CCXI,2021-06-19,23,4,5,3,0,22,0,14,33,48,38,49,29,0
CDAY,2021-06-19,47,8,10,18,0,88,54,93,90,97,22,20,19,39
CDE,2021-06-19,67,62,68,68,0,65,93,22,47,56,79,82,98,37
CDEV,2021-06-19,27,18,26,25,0,26,0,30,47,44,43,41,64,23
CDK,2021-06-19,50,0,0,0,0,51,38,35,52,68,64,67,95,0
CDLX,2021-06-19,20,0,0,0,0,22,0,34,23,25,24,32,15,0
CDMO,2021-06-19,12,0,0,0,0,20,0,14,26,48,8,2,35,0
CDNA,2021-06-19,22,0,0,0,0,52,0,75,36,50,9,6,26,0
CDNS,2021-06-19,73,59,59,66,55,79,47,82,76,90,73,75,87,45
CDR,2021-06-19,47,14,27,5,0,59,0,42,61,79,75,100,41,0
CDTX,2021-06-19,18,0,0,0,0,36,0,28,37,51,13,7,43,0
CDW,2021-06-19,50,23,43,42,0,68,20,82,81,70,42,57,23,0
CDXC,2021-06-19,24,0,0,0,0,30,0,26,12,50,35,39,43,0
CDXS,2021-06-19,57,44,34,50,50,74,0,77,68,90,50,70,17,0
CDZI,2021-06-19,13,0,0,0,0,23,0,16,17,52,21,29,7,0
CE,2021-06-19,49,41,35,21,67,46,18,79,47,72,67,86,23,37
CECE,2021-06-19,27,26,4,0,87,19,0,28,16,37,37,47,29,0
CELH,2021-06-19,9,0,0,0,0,12,0,5,14,43,13,3,57,0
CEMI,2021-06-19,31,0,0,0,0,22,0,15,31,48,68,76,88,0
CENT,2021-06-19,14,4,9,0,0,24,42,4,19,38,8,9,7,0
CENX,2021-06-19,21,8,17,0,0,23,0,48,26,56,38,54,5,6
CERC,2021-06-19,7,0,0,0,0,13,0,0,27,20,6,8,6,0
CERN,2021-06-19,32,14,16,28,0,41,24,16,72,65,28,30,42,0
CERS,2021-06-19,30,0,0,0,0,16,0,15,18,32,62,91,3,0
CEVA,2021-06-19,39,14,25,20,0,41,64,6,35,41,64,85,35,0
CF,2021-06-19,68,53,68,65,26,76,93,41,68,88,80,83,78,69
CFB,2021-06-19,27,0,0,0,0,35,0,32,46,48,27,18,73,0
CFFI,2021-06-19,24,0,0,0,0,32,0,31,31,62,22,29,16,0
CFFN,2021-06-19,29,0,0,0,0,32,0,32,27,64,38,55,7,0
CFG,2021-06-19,63,41,24,21,51,63,0,76,71,89,72,88,52,23
CFR,2021-06-19,37,0,0,0,0,31,0,32,40,43,60,74,56,0
CFRX,2021-06-19,16,0,0,0,0,40,0,26,58,50,5,4,15,0
CFX,2021-06-19,62,35,4,55,41,79,93,69,68,80,73,90,38,39
CG,2021-06-19,41,49,59,53,44,72,0,46,84,92,12,2,7,69
CGNX,2021-06-19,27,24,11,0,41,16,0,8,0,56,44,51,51,0
CHCO,2021-06-19,32,0,0,0,0,26,0,31,15,62,54,54,89,0
CHCT,2021-06-19,42,20,28,18,0,37,15,42,48,29,72,87,67,0
CHD,2021-06-19,69,66,66,88,37,66,62,82,48,63,78,95,14,87
CHDN,2021-06-19,28,6,14,0,0,25,0,17,21,60,53,77,8,0
CHE,2021-06-19,32,0,0,0,0,15,0,22,3,25,68,79,77,0
CHEF,2021-06-19,27,11,13,0,22,29,3,39,10,61,36,37,57,0
CHH,2021-06-19,51,28,43,18,0,52,36,47,38,85,70,81,62,24
CHK,2021-06-19,42,45,47,78,0,40,0,30,83,60,41,21,90,68
CHMA,2021-06-19,13,0,0,0,0,21,0,15,28,48,12,8,31,0
CHMG,2021-06-19,41,0,0,0,0,37,0,31,58,37,64,78,63,0
CHNG,2021-06-19,41,22,0,65,0,36,51,35,40,28,53,53,85,0
CHRA,2021-06-19,28,22,34,0,37,36,0,28,49,73,23,18,36,24
CHRS,2021-06-19,21,0,0,0,0,48,0,75,21,50,9,11,8,0
CHRW,2021-06-19,29,13,30,8,0,38,0,73,25,59,34,44,25,0
CHS,2021-06-19,53,41,41,73,0,51,45,26,69,65,62,77,49,6
CHTR,2021-06-19,21,23,12,0,62,19,0,17,27,42,24,28,3,37
CHUY,2021-06-19,43,6,13,0,0,49,0,66,45,61,67,92,26,0
CHX,2021-06-19,31,17,0,43,0,32,23,22,27,60,44,61,17,0
CI,2021-06-19,70,85,98,98,0,83,90,60,96,95,46,31,63,96
CIA,2021-06-19,24,0,0,0,0,26,0,36,10,52,31,28,62,0
CIEN,2021-06-19,48,18,46,14,6,54,23,51,61,66,60,70,67,0
CIM,2021-06-19,31,3,8,0,0,38,0,42,44,37,58,73,47,0
CINF,2021-06-19,52,20,46,47,2,49,0,36,57,79,66,84,25,37
CIR,2021-06-19,64,44,4,51,60,81,93,90,61,73,66,85,46,0
CIT,2021-06-19,54,50,52,42,51,51,0,32,58,96,59,59,85,23
CIVB,2021-06-19,25,2,9,0,0,29,0,32,37,38,29,40,12,0
CIX,2021-06-19,18,10,8,0,16,8,0,0,3,29,40,57,11,0
CIZN,2021-06-19,33,0,0,0,0,31,0,32,25,64,51,56,67,0
CKPT,2021-06-19,25,0,0,0,0,22,0,28,19,22,44,55,37,0
CL,2021-06-19,85,88,76,99,90,89,89,86,85,99,74,71,69,96
CLAR,2021-06-19,38,4,14,0,0,37,0,62,18,31,51,75,6,0
CLBK,2021-06-19,32,0,0,0,0,26,0,32,23,48,54,73,25,0
CLDT,2021-06-19,53,56,39,74,53,54,75,42,50,61,49,48,48,52
CLDX,2021-06-19,32,0,0,0,0,17,0,26,3,21,67,83,58,0
CLF,2021-06-19,50,34,36,39,0,50,60,23,31,70,74,98,27,24
CLFD,2021-06-19,45,0,0,0,0,33,0,52,35,24,83,96,97,0
CLH,2021-06-19,44,48,43,61,37,49,50,28,52,60,35,20,86,37
CLI,2021-06-19,41,45,64,19,81,35,0,0,33,68,41,43,46,25
CLNE,2021-06-19,47,47,26,39,80,32,0,93,33,44,74,82,86,12
CLNY,2021-06-19,17,0,0,0,0,32,0,43,23,39,22,12,72,0
CLPR,2021-06-19,14,3,8,0,0,20,0,42,8,20,22,4,98,0
CLR,2021-06-19,26,25,39,33,0,29,0,30,38,72,24,15,39,45
CLSN,2021-06-19,31,24,68,32,0,35,12,38,74,30,34,22,58,55
CLVS,2021-06-19,30,0,0,0,0,33,0,28,24,51,47,57,46,0
CLW,2021-06-19,51,61,32,84,64,40,4,24,48,76,48,44,75,32
CLX,2021-06-19,67,63,88,58,37,74,88,65,59,85,58,46,77,87
CLXT,2021-06-19,11,4,10,0,0,18,0,0,19,45,6,6,10,0
CMC,2021-06-19,43,28,19,33,50,39,14,65,35,82,72,92,45,12
CMCO,2021-06-19,20,0,0,2,0,34,0,69,18,56,24,26,32,0
CMCSA,2021-06-19,64,57,46,79,50,68,96,34,66,89,61,80,14,37
CMCT,2021-06-19,20,3,0,0,24,23,0,42,18,21,36,31,77,0
CME,2021-06-19,57,14,34,31,0,58,26,46,51,77,69,84,61,6
CMG,2021-06-19,48,31,26,37,24,51,4,84,44,37,58,67,29,59
CMI,2021-06-19,69,62,85,87,36,76,77,42,92,92,68,62,78,85
CMO,2021-06-19,35,6,0,13,0,34,0,42,33,37,70,91,44,0
CMP,2021-06-19,57,46,54,84,0,73,93,56,60,65,48,34,73,85
CMPI,2021-06-19,23,0,0,0,0,53,0,75,39,50,10,8,23,0
CMRX,2021-06-19,20,0,0,0,0,23,0,28,30,18,30,36,29,0
CMS,2021-06-19,65,67,69,99,33,45,36,14,53,71,88,87,85,93
CMTL,2021-06-19,34,1,0,3,0,22,0,17,9,43,64,76,66,0
CNA,2021-06-19,26,6,25,5,0,41,0,36,56,53,15,16,22,0
CNBKA,2021-06-19,21,0,0,0,0,24,0,32,40,12,25,37,3,0
CNC,2021-06-19,53,17,6,32,0,62,0,61,76,88,60,75,25,39
CNCE,2021-06-19,30,0,0,0,0,47,0,77,10,51,35,45,24,0
CNDT,2021-06-19,51,22,12,58,0,62,84,35,70,70,49,44,95,6
CNK,2021-06-19,25,14,30,2,0,39,0,47,32,60,13,14,7,16
CNMD,2021-06-19,54,13,0,44,0,62,49,74,54,65,64,71,83,0
CNO,2021-06-19,79,55,48,57,57,81,90,82,67,91,83,99,60,39
CNOB,2021-06-19,24,0,0,0,0,22,0,32,1,64,36,44,33,0
CNP,2021-06-19,39,19,20,18,20,39,5,54,27,83,76,77,60,92
CNR,2021-06-19,19,10,24,11,0,20,0,17,13,62,31,19,92,0
CNS,2021-06-19,48,20,0,22,27,57,27,46,28,91,49,55,60,6
CNSL,2021-06-19,39,34,19,26,61,54,70,53,19,85,12,17,5,0
CNST,2021-06-19,39,0,0,0,0,59,0,77,62,51,46,57,39,0
CNTY,2021-06-19,20,0,0,0,0,14,0,0,34,30,49,44,98,0
CNX,2021-06-19,43,42,62,58,0,25,0,0,44,67,76,82,59,69
CNXN,2021-06-19,22,0,0,0,0,31,0,50,50,50,24,32,14,0
CODX,2021-06-19,13,0,0,0,0,2,0,0,0,6,35,24,95,0
COF,2021-06-19,80,65,90,96,51,80,57,76,82,98,86,98,62,62
COFS,2021-06-19,14,0,0,0,0,17,0,32,22,11,17,10,53,0
COG,2021-06-19,33,33,50,45,0,19,0,0,39,43,56,61,50,39
COGT,2021-06-19,23,0,0,0,0,48,0,28,26,90,16,24,3,0
COHR,2021-06-19,31,20,7,24,31,45,35,68,46,46,28,26,54,0
COHU,2021-06-19,41,30,31,66,0,49,80,32,35,26,39,49,18,23
COKE,2021-06-19,11,7,11,2,11,18,0,4,13,78,2,2,0,0
COLB,2021-06-19,45,0,0,0,0,40,0,32,53,55,70,89,54,0
COLD,2021-06-19,71,50,51,62,0,87,90,94,80,88,80,81,87,64
COLL,2021-06-19,18,0,0,0,0,25,0,46,19,48,21,12,67,0
COLM,2021-06-19,55,56,28,54,78,49,49,16,55,89,63,72,42,52
COMM,2021-06-19,65,67,90,88,43,69,94,53,92,64,61,56,61,85
CONE,2021-06-19,61,62,73,48,78,64,0,42,62,93,57,47,88,56
CONN,2021-06-19,38,4,11,0,0,41,0,26,59,65,52,66,40,0
COO,2021-06-19,54,43,67,66,0,56,39,46,57,84,56,71,44,0
COOP,2021-06-19,38,4,0,22,0,42,0,31,56,62,47,44,88,0
COP,2021-06-19,64,66,78,83,30,63,46,30,76,99,63,54,69,98
COR,2021-06-19,45,43,39,51,24,54,0,42,46,79,38,29,64,43
CORE,2021-06-19,33,3,4,3,0,20,0,8,18,61,79,98,66,0
CORR,2021-06-19,14,3,8,0,0,30,0,42,21,37,10,4,38,0
CORT,2021-06-19,21,0,0,0,0,13,0,15,30,12,47,69,6,0
COST,2021-06-19,66,82,91,90,18,52,67,57,50,43,67,87,20,37
COTY,2021-06-19,55,37,50,51,0,59,88,27,55,80,64,75,12,82
COUP,2021-06-19,34,0,0,0,0,47,34,35,30,68,32,40,30,0
COWN,2021-06-19,55,32,21,54,28,62,63,46,55,77,55,58,84,0
CPB,2021-06-19,80,86,88,89,55,93,93,95,84,100,51,38,69,87
CPE,2021-06-19,23,10,27,4,0,23,0,30,34,44,42,55,29,0
CPF,2021-06-19,29,0,0,0,0,36,0,32,39,64,30,22,75,0
CPK,2021-06-19,20,19,11,23,24,16,11,12,8,41,27,38,10,0
CPRT,2021-06-19,28,0,0,0,0,32,0,26,22,65,38,36,71,0
CPRX,2021-06-19,37,0,0,0,0,59,0,28,74,90,41,40,73,0
CPS,2021-06-19,67,53,42,72,50,75,83,88,40,89,74,80,62,59
CPSI,2021-06-19,24,0,0,0,0,18,0,16,27,34,43,51,46,0
CPSS,2021-06-19,16,0,0,0,0,8,0,32,4,1,35,34,63,0
CPT,2021-06-19,54,39,51,18,78,69,53,42,63,97,57,62,42,56
CR,2021-06-19,52,49,43,30,60,39,49,20,23,58,73,94,37,23
CRAI,2021-06-19,35,0,0,0,0,31,28,28,27,38,64,78,59,0
CRBP,2021-06-19,13,0,0,0,0,18,0,26,17,14,19,20,26,0
CREE,2021-06-19,64,55,50,88,32,59,42,81,69,58,84,91,66,81
CRI,2021-06-19,51,23,27,38,0,75,63,88,77,68,39,28,75,37
CRK,2021-06-19,19,16,40,7,0,13,0,0,30,24,35,35,42,24
CRL,2021-06-19,64,55,79,50,0,85,71,77,92,90,52,60,43,23
CRM,2021-06-19,68,77,91,99,55,77,70,35,99,100,58,56,37,95
CRMD,2021-06-19,12,6,14,0,0,19,0,15,19,48,7,7,13,0
CRMT,2021-06-19,25,0,0,0,0,18,0,26,12,27,44,49,59,0
CRNC,2021-06-19,28,24,0,0,55,36,0,82,11,27,23,8,87,0
CRNX,2021-06-19,29,0,0,0,0,59,0,28,73,90,22,15,59,0
CROX,2021-06-19,31,8,0,20,0,34,54,16,24,44,40,49,36,0
CRS,2021-06-19,27,32,27,33,50,28,13,90,11,54,19,8,43,39
CRTX,2021-06-19,21,0,0,0,0,35,0,28,32,51,23,26,27,0
CRUS,2021-06-19,46,19,33,31,0,64,76,32,45,99,49,71,9,0
CRVL,2021-06-19,33,0,0,0,0,20,0,22,4,43,64,90,20,0
CRWD,2021-06-19,22,0,0,0,0,26,20,35,18,25,26,32,20,0
CRY,2021-06-19,42,8,0,30,0,40,0,90,25,32,59,82,25,0
CSBR,2021-06-19,17,0,0,0,0,14,0,26,22,1,30,31,47,0
CSCO,2021-06-19,88,72,97,99,42,93,85,96,84,97,93,95,91,87
CSGP,2021-06-19,54,5,0,14,0,43,0,35,34,70,78,88,96,0
CSGS,2021-06-19,39,0,0,0,0,41,0,35,22,70,50,59,53,0
CSII,2021-06-19,21,0,0,0,0,23,28,15,19,32,28,14,96,0
CSL,2021-06-19,58,51,73,48,38,70,82,33,74,79,47,55,7,72
CSOD,2021-06-19,39,0,0,0,0,47,0,35,55,70,44,63,13,0
CSR,2021-06-19,48,22,45,5,0,44,0,42,37,61,84,96,98,0
CSTL,2021-06-19,39,0,0,0,0,20,0,16,33,34,82,96,90,0
CSTR,2021-06-19,39,0,0,0,0,38,0,31,46,62,56,77,23,0
CSU,2021-06-19,26,0,0,0,0,22,0,22,15,42,44,45,68,0
CSV,2021-06-19,10,0,0,0,0,8,0,12,8,13,24,11,80,0
CSWI,2021-06-19,40,42,0,42,82,36,58,15,13,38,42,50,44,0
CSX,2021-06-19,56,74,87,85,50,54,27,22,57,97,35,11,83,80
CTAS,2021-06-19,57,48,43,61,37,49,44,28,63,59,74,91,67,0
CTBI,2021-06-19,30,2,9,0,0,29,0,32,20,64,42,50,44,0
CTG,2021-06-19,43,1,5,0,0,59,8,82,43,70,41,32,98,0
CTLP,2021-06-19,38,0,0,0,0,33,0,43,3,47,50,47,92,0
CTLT,2021-06-19,38,27,18,42,0,53,37,47,64,69,23,27,19,6
CTMX,2021-06-19,28,0,0,0,0,40,0,28,55,51,36,38,53,0
CTO,2021-06-19,22,3,8,0,0,31,0,32,21,57,31,19,80,16
CTRE,2021-06-19,29,17,41,0,0,43,53,42,38,46,30,35,32,0
CTRN,2021-06-19,17,4,11,0,0,25,8,26,28,30,14,15,23,0
CTS,2021-06-19,36,23,23,39,0,44,52,11,38,53,44,48,63,0
CTSH,2021-06-19,57,45,72,86,0,88,84,82,97,90,34,42,26,6
CTSO,2021-06-19,16,7,20,0,0,14,0,15,38,8,23,21,47,0
CTT,2021-06-19,41,20,47,0,0,44,30,42,30,61,63,71,71,16
CTXS,2021-06-19,47,64,72,71,55,72,62,35,83,97,20,24,5,23
CUBE,2021-06-19,47,29,47,18,0,47,0,42,47,61,69,92,29,12
CUBI,2021-06-19,38,0,0,0,0,37,0,76,20,64,54,58,76,0
CUE,2021-06-19,23,0,0,0,0,46,0,28,81,51,17,3,74,0
CULP,2021-06-19,25,10,0,3,25,18,21,16,4,41,45,48,66,0
CUTR,2021-06-19,35,1,0,3,0,49,33,66,22,65,34,22,94,0
CUZ,2021-06-19,60,50,63,43,24,57,0,42,54,80,76,89,43,59
CVA,2021-06-19,76,86,85,86,87,62,7,69,92,97,87,91,84,69
CVBF,2021-06-19,33,2,11,0,0,33,40,31,50,4,44,57,30,0
CVCO,2021-06-19,18,22,13,0,43,17,0,17,21,41,16,3,66,0
CVCY,2021-06-19,30,0,0,0,0,30,0,75,31,19,43,49,50,0
CVET,2021-06-19,34,0,0,0,0,36,10,15,41,84,48,59,46,0
CVGI,2021-06-19,28,7,18,7,0,46,44,64,27,53,26,12,84,6
CVGW,2021-06-19,46,34,48,21,26,48,42,27,64,71,55,43,86,69
CVI,2021-06-19,11,2,6,0,0,15,10,30,15,16,17,14,14,32
CVLG,2021-06-19,19,0,0,0,0,20,0,22,14,42,40,47,44,0
CVLT,2021-06-19,50,62,64,70,55,47,1,35,64,68,48,39,68,62
CVLY,2021-06-19,32,0,0,0,0,40,0,32,44,72,35,28,80,0
CVM,2021-06-19,13,0,0,0,0,13,0,14,12,31,23,6,97,0
CVNA,2021-06-19,27,0,0,0,0,31,0,28,12,68,35,50,7,0
CVS,2021-06-19,77,90,92,99,50,85,90,88,60,98,62,51,76,96
CVX,2021-06-19,81,81,88,75,80,88,95,78,79,97,70,67,85,63
CW,2021-06-19,34,13,14,28,0,42,61,10,27,53,40,55,17,0
CWBR,2021-06-19,24,0,0,0,0,10,0,0,11,22,52,69,28,0
CWH,2021-06-19,31,16,41,0,0,33,0,28,20,68,36,49,15,0
CWST,2021-06-19,37,51,68,46,37,33,0,28,51,59,32,42,18,6
CWT,2021-06-19,52,53,40,60,60,46,0,79,32,80,59,63,71,23
CXP,2021-06-19,42,12,8,12,24,41,92,42,35,37,79,97,69,6
CXW,2021-06-19,56,31,19,30,78,68,40,42,72,88,73,84,41,69
CYBE,2021-06-19,18,0,0,0,0,21,0,11,11,53,38,41,53,0
CYCN,2021-06-19,28,0,0,0,0,35,0,28,32,51,40,50,33,0
CYRX,2021-06-19,15,0,0,0,0,28,0,58,14,42,17,9,57,0
CYTK,2021-06-19,39,0,0,0,0,62,0,26,95,89,43,57,26,0
CZNC,2021-06-19,32,0,0,0,0,17,0,32,16,20,65,70,94,0
CZR,2021-06-19,18,0,0,0,0,30,0,51,14,30,15,7,49,0
D,2021-06-19,80,80,97,84,53,76,83,88,54,97,87,88,76,98
DAKT,2021-06-19,24,0,0,0,0,23,0,11,3,68,55,58,80,0
DAL,2021-06-19,66,73,99,81,0,78,80,82,63,96,42,25,70,85
DAN,2021-06-19,47,32,25,34,36,52,51,64,24,75,58,77,7,45
DAR,2021-06-19,63,67,59,71,88,53,61,51,43,59,73,85,44,56
DBD,2021-06-19,46,37,30,44,38,50,60,43,30,64,47,51,36,43
DBI,2021-06-19,30,24,36,28,0,44,21,26,23,91,18,21,15,6
DBX,2021-06-19,58,25,22,59,0,69,70,35,78,89,59,83,17,0
