Facility Gov ID,GHG Year,co2,ch4,n2o
1003724,2013,417676.7,nan,nan
1003730,2013,15116.6,7.25,8.642
1003780,2013,205979.1,97.25,116.816
1003910,2013,430713.0,nan,nan
1006115,2013,470703.4,222.0,264.624
1003591,2013,101672.0,48.0,57.216
1003748,2013,884054.9,nan,nan
1003013,2013,808508.0,nan,nan
1002754,2013,677191.0,nan,nan
1002698,2013,52191.0,nan,nan
1003009,2013,220227.0,1.5,1.788
1002121,2013,719190.4,nan,nan
1002122,2013,270189.4,9.25,11.92
1005809,2013,192346.2,nan,nan
1002727,2013,878248.0,nan,nan
1002123,2013,43639.9,nan,nan
1002430,2013,474216.0,28.0,33.376
1002257,2013,719695.1,nan,nan
1002435,2013,606779.2,223.25,533.42
1003418,2013,14801.0,7.0,8.344
1003417,2013,49339.0,23.5,28.012
1006530,2013,98221.0,30.25,36.058
1002903,2013,297202.0,95.0,113.24
1000214,2013,138207.6,65.25,77.778
1003403,2013,1574810.8,185.5,326.012
1000274,2013,4157766.4,713.5,1266.202
1005615,2013,2347492.1,146.25,393.062
1006088,2013,nan,1742.25,nan
1007343,2013,48053.3,26.25,31.29
1005149,2013,78189.0,144.5,43.806
1000129,2013,2163.5,1.0,1.192
1004823,2013,43.9,29504.5,nan
1007917,2013,148765.0,164532.25,7272.094
1007272,2013,52624.3,24.75,30.694
1006276,2013,nan,107917.5,nan
1004231,2013,32605.6,22697.25,22.946
1003402,2013,53554.0,24.75,29.8
1003129,2013,71177.7,1626.5,36.356
1004307,2013,77039.4,36.5,43.508
1001877,2013,6486272.3,17412.5,30136.144
1003562,2013,428538.8,11351.25,35.164
1000635,2013,274639.0,14.75,17.582
1005887,2013,110499.3,8679.0,9.536
1003201,2013,902540.1,19275.75,523.586
1003147,2013,nan,44947.75,nan
1006045,2013,165072.1,77.75,92.678
1004335,2013,nan,60012.75,nan
1005862,2013,31016.1,47.0,93.87
1005006,2013,43431.0,20.5,23.84
1007192,2013,102.0,51632.25,173.138
1007645,2013,1241.5,37748.75,0.596
1001970,2013,40934.9,19.25,22.946
1006197,2013,nan,10817.5,nan
1003246,2013,28277.7,13.25,15.794
1007496,2013,43252.8,1223.25,24.436
1000048,2013,24639.1,14.75,24.138
1004327,2013,49.9,nan,nan
1007622,2013,525001.8,2903.0,2114.608
1007291,2013,89.0,32200.25,12.218
1007401,2013,36404.0,17.25,20.86
1003268,2013,57674.8,17.0,20.264
1005184,2013,92223.5,44.75,56.322
1005781,2013,100153.0,41.25,98.34
1005491,2013,341296.0,160.75,191.614
1005705,2013,85127.8,592.0,47.68
1006412,2013,287035.0,12185.0,742.02
1001559,2013,82476.8,240.25,46.19
1001560,2013,54694.3,225.75,30.694
1005707,2013,333710.0,87020.25,1202.43
1000245,2013,92316.2,249.75,51.852
1005712,2013,330155.6,816.75,1420.268
1007178,2013,507.9,0.25,0.298
1001558,2013,95632.3,215.25,53.64
1004732,2013,83171.1,39.25,46.786
1005432,2013,41914.3,23.0,34.568
1004417,2013,23.1,55525.0,nan
1005327,2013,130470.8,211.5,353.13
1008041,2013,72685.2,170.25,291.444
1006354,2013,225604.3,82240.75,867.18
1005751,2013,550148.3,126241.25,1871.44
1005753,2013,378667.2,92783.75,1713.5
1006877,2013,217612.9,105848.75,879.1
1002552,2013,68.6,96308.0,36.654
1007095,2013,5443.5,2.25,2.682
1000007,2013,0.0,nan,nan
1005175,2013,67557.3,31.75,37.846
1007404,2013,50267.0,25.25,28.31
1004845,2013,38051.1,18.0,21.456
1005590,2013,162648.1,1199.25,674.374
1001860,2013,116530.5,55.0,65.56
1006919,2013,247730.2,604.25,1034.656
1001962,2013,710472.7,513.0,1066.84
1005413,2013,22349.2,10.5,12.516
1005072,2013,28179.0,28.0,66.752
1008730,2013,1039810.0,482.25,574.842
1004746,2013,1648.0,0.75,1174.418
1006810,2013,43873.8,14.25,17.582
1004508,2013,139950.0,55.75,66.454
1007341,2013,270.0,439832.5,nan
1002416,2013,30112.906,14.2,16.986
1004275,2013,820.0,0.5,4.47
1007839,2013,nan,39504.75,nan
1005392,2013,nan,76326.5,nan
1002263,2013,77902.0,37.0,13336.096
1002576,2013,30599.5,29.0,50.66
1006111,2013,42258.5,26.5,38.74
1002867,2013,41591.4,29.25,47.68
1003352,2013,53275.2,25.5,30.694
1002734,2013,14554.6,25.25,59.302
1003176,2013,46974.3,22.25,26.82
1003224,2013,27493.6,108.25,238.996
1002915,2013,16375.5,10.25,15.496
1006147,2013,60655.0,36.0,50.064
1006904,2013,30922.2,20.0,29.8
1003525,2013,30638.1,17.75,26.82
1005490,2013,75151.7,35.5,42.316
1006178,2013,nan,47651.5,nan
1006864,2013,806389.9,374.0,445.808
1006657,2013,739250.4,342.75,408.558
1004929,2013,31560.8,10221.0,17.284
1004926,2013,38033.3,16585.5,21.456
1004928,2013,35362.3,11794.25,20.264
1005235,2013,43580.9,4404.5,24.734
1005245,2013,34807.4,13428.75,19.966
1009589,2013,39821.9,10190.5,22.35
1007403,2013,44201.4,12204.25,24.734
1011138,2013,227.2,53779.5,nan
1004932,2013,41079.9,8916.25,22.648
1004930,2013,32994.1,5973.0,18.476
1004776,2013,33648.1,6272.0,18.774
1005238,2013,9861.9,5888.5,5.96
1004923,2013,46818.4,2422.0,26.224
1004935,2013,29836.6,1492.5,16.986
1005953,2013,35708.1,12676.0,20.264
1005242,2013,27667.1,12923.0,15.794
1005060,2013,41895.3,33020.75,23.542
1009733,2013,20835.1,8104.25,11.622
1009608,2013,22610.8,2607.0,12.814
1004769,2013,33167.0,14892.5,18.476
1005243,2013,25385.8,5678.0,14.006
1005958,2013,29731.8,3139.25,16.986
1005067,2013,13078.5,3208.5,7.45
1009590,2013,37975.3,13717.25,21.456
1004937,2013,23375.8,6941.5,13.41
1005244,2013,36415.9,4244.75,20.562
1005236,2013,40944.2,17346.5,22.946
1004925,2013,21694.1,10207.75,11.92
1011137,2013,19153.4,7479.5,11.324
1004933,2013,34884.8,11141.25,19.37
1004802,2013,13571.1,4919.0,8.046
1008332,2013,24695.624,1879.4,10.132
1007710,2013,105.7,32904.0,0.298
1004003,2013,nan,169137.5,nan
1001908,2013,22998.0,10.75,373899.706
1006777,2013,21.5,414890.75,nan
1004352,2013,1950.2,184336.25,4.47
1000793,2013,41023.0,19.25,23.84
1010353,2013,66401.1,3849.75,8.94
1005669,2013,97776.0,2170.5,3963.4
1002596,2013,39387.5,18.5,22.052
1002434,2013,17644.6,8.25,8.94
1001423,2013,15146.2,7.0,8.344
1001422,2013,784136.7,363.75,433.59
1007510,2013,100.1,nan,0.298
1000579,2013,73.4,nan,0.298
1005906,2013,6638.5,nan,nan
1008752,2013,24447.7,108.75,593.914
1003962,2013,7841033.3,584.5,1640.192
1003668,2013,208641.5,60.75,71.52
1003523,2013,63386.0,30.0,35.462
1006325,2013,154125.5,25.75,29.8
1004215,2013,143041.4,48.5,56.62
1005385,2013,63773.8,30.0,35.76
1003380,2013,182138.8,56.25,116.816
1002916,2013,1110891.0,8247.0,5366.682
1001945,2013,165326.0,632.0,104.3
1003215,2013,53873.0,25.5,30.396
1005935,2013,151804.0,392.25,676.162
1005940,2013,36941.1,17.25,20.562
1007937,2013,219623.2,103.75,124.862
1002483,2013,264294.0,10010.0,37.25
1004649,2013,52383.8,25.0,29.8
1002795,2013,196881.0,92.75,110.26
1003456,2013,2005.3,23940.25,84.93
1006659,2013,835412.4,1098.0,1832.7
1007566,2013,887719.4,1190.75,2065.736
1002442,2013,73504.0,34.75,41.422
1006199,2013,48032.2,22.75,27.118
1005801,2013,64536.0,16.75,19.966
1006203,2013,127828.0,135.25,71.818
1002209,2013,409424.5,172.0,266.412
1006644,2013,66490.0,65.0,29.8
1006797,2013,62736.2,29.5,35.164
1005721,2013,66340.4,31.25,36.654
1006785,2013,154325.1,347.0,601.96
1003208,2013,73761.2,34.75,38.74
1002968,2013,33301.5,15.75,18.774
1003235,2013,21219.8,10.0,47.68
1002515,2013,102338.731,10400.2,48.872
1002494,2013,60921.0,28.75,34.27
1002486,2013,52320.1,24.75,29.502
1002190,2013,594719.2,115.75,137.08
1003975,2013,48940.6,23.0,26.82
1002665,2013,787814.2,388.25,662.454
1002421,2013,1363795.6,1605.0,2652.2
1002527,2013,490370.5,543.25,954.494
1007552,2013,652493.4,758.5,1311.2
1002531,2013,332549.2,459.75,796.554
1002537,2013,354350.0,294.25,163.304
1007606,2013,644407.4,389.75,671.394
1002479,2013,26392.2,12.5,14.9
1003496,2013,68346.2,32.0,38.144
1004576,2013,2271682.0,1063.5,1290.34
1007800,2013,nan,181532.75,nan
1006056,2013,nan,68630.75,nan
1006778,2013,57816.2,27.75,34.568
1005442,2013,59650.8,28.0,33.376
1002570,2013,29326.0,13.75,16.39
1002571,2013,43020.6,22.5,31.588
1003772,2013,38986.4,72.0,106.088
1001858,2013,353.8,52244.25,0.298
1003826,2013,473.7,212702.75,1.192
1003034,2013,366.4,7052.75,0.298
1005000,2013,43848.0,20.75,24.734
1006344,2013,36.1,98221.0,0.894
1005945,2013,2177.1,0.75,0.894
1007346,2013,280617.3,243.5,414.22
1006132,2013,332.7,91609.5,0.596
1005770,2013,250293.8,5459.25,141.252
1003033,2013,123.3,62855.5,nan
1003328,2013,nan,82835.0,nan
1003082,2013,35882.9,4250.5,20.264
1007682,2013,6705.2,101007.75,3.874
1000378,2013,27253.9,12.75,15.198
1003205,2013,27992.7,13.25,15.794
1010630,2013,10019.9,6.75,11.026
1007357,2013,nan,69770.0,nan
1001347,2013,1541479.7,714.75,851.982
1008234,2013,17226.1,5879.0,9.238
1000125,2013,91636.2,42.25,50.362
1011325,2013,27587.2,13.0,15.496
1003446,2013,102.8,185160.75,0.298
1000603,2013,357967.1,1.0,1.192
1000089,2013,143722.8,68.0,83.142
1005068,2013,24529.2,11.5,13.708
1010185,2013,nan,nan,nan
1006553,2013,137647.7,64.75,77.182
1012089,2013,55554.4,26.25,31.29
1002316,2013,178554.0,84.0,100.128
1002156,2013,175804.5,82.75,98.638
1006844,2013,55501.8,26.25,31.29
1006845,2013,1480514.7,1067.5,832.91
1003702,2013,26878.6,12.75,15.198
1002315,2013,32757.4,15.5,18.476
1006405,2013,250681.6,118.0,140.656
1005790,2013,196630.0,92.5,110.26
1006914,2013,389763.7,183.5,218.732
1005635,2013,47698.8,22.25,26.522
1006846,2013,186102.8,87.75,104.598
1002155,2013,12837.6,5.75,6.854
1009944,2013,16760.2,8.25,9.834
1006556,2013,290304.4,134.5,160.324
1002365,2013,24630.6,11.5,13.708
1008358,2013,11471.8,1217.5,4.768
1011305,2013,25975.7,nan,nan
1012864,2013,25836.0,12.25,14.602
1007206,2013,55696.7,25.75,30.694
1000423,2013,22123.4,10.25,12.218
1007273,2013,156343.8,6290.5,1936.106
1011038,2013,28242.9,13.25,15.794
1005991,2013,235823.0,569.75,974.758
1004045,2013,96280.0,290.75,552.194
1007253,2013,58995.0,nan,nan
1006711,2013,599565.8,nan,nan
1004442,2013,187878.0,nan,nan
1006943,2013,560049.0,nan,nan
1003160,2013,102106.2,40.0,47.68
1006402,2013,2651180.0,324.5,381.44
1010506,2013,861875.0,nan,nan
1010625,2013,420347.0,nan,nan
1007116,2013,2381.7,1.0,1.192
1005573,2013,34814.0,4.0,4.768
1004586,2013,854976.0,nan,nan
1005852,2013,86837.9,nan,nan
1001685,2013,11.8,15902.25,nan
1001919,2013,116864.3,55.0,65.56
1010624,2013,52125.8,58.75,134.398
1010593,2013,23269.1,11.0,13.112
1006235,2013,17743.6,8.25,10.132
1005138,2013,nan,112634.25,nan
1007208,2013,725541.0,843.25,1460.2
1010937,2013,32057.0,32.5,77.48
1003570,2013,112043.0,52.75,62.58
1009825,2013,39357.6,55.0,132.61
1003448,2013,31304.4,14.75,17.582
1003411,2013,nan,39942.5,nan
1000955,2013,188329.9,87.25,104.002
1000221,2013,6098.4,2.975,3.874
1005044,2013,61743.3,29.0,34.568
1006409,2013,90841.2,43.25,52.15
1011361,2013,19112.0,9.0,10.728
1001217,2013,331.9,nan,0.894
1004729,2013,80999.0,24.25,29.8
1000916,2013,4296996.0,1132.75,21593.676
1000691,2013,2474473.8,651.0,12366.404
1008032,2013,6915.3,744.5,4.172
1011298,2013,27034.8,7040.0,1.788
1006841,2013,84133.4,1506.0,47.382
1000890,2013,93992.0,42.75,50.958
1000988,2013,90471.8,24.25,450.576
1009920,2013,0.0,nan,nan
1006161,2013,208225.0,98.25,117.114
1007315,2013,91050.8,42.25,50.362
1003689,2013,34945.5,344.25,25.032
1005826,2013,31474.5,14.75,17.582
1001625,2013,60144.5,28.25,33.674
1007072,2013,nan,31479.0,nan
1007699,2013,517.6,199105.0,168.37
1001229,2013,0.6,518.0,3083.704
1001786,2013,8156.9,3.75,4.47
1003209,2013,10087.5,3240.0,5.662
1004465,2013,nan,47578.25,nan
1007415,2013,6887.4,3.25,3.874
1006878,2013,289536.2,52776.75,1228.356
1010323,2013,nan,514377.5,nan
1010126,2013,38.8,4.25,9.536
1001859,2013,101882.2,48.25,57.514
1001861,2013,81699.5,39.75,50.66
1005814,2013,113198.7,2.0,2.384
1004427,2013,128655.4,2.5,2.98
1004723,2013,213676.9,15.0,17.88
1004997,2013,111123.0,2.0,3.278
1005802,2013,361142.6,1167.75,1984.978
1003757,2013,17459.0,8.25,9.834
1000865,2013,401082.2,188.75,224.99
1001134,2013,50972.3,23.75,28.31
1010317,2013,2493.4,1.25,1262.328
1003759,2013,5448.4,2.5,1778.762
1002181,2013,98948.4,34.0,40.528
1004943,2013,95596.6,33.0,39.336
1005074,2013,81916.4,32.75,39.038
1004941,2013,66271.4,23.5,28.012
1004942,2013,78239.6,25.5,30.396
1002178,2013,42933.8,14.25,16.986
1007246,2013,998307.9,531.75,762.284
1001116,2013,4672.3,2.25,2.682
1002813,2013,nan,124524.75,nan
1001097,2013,29650.3,14.5,19.37
1002037,2013,212145.3,608.5,1057.9
1001756,2013,35699.1,4614.25,23.84
1011466,2013,nan,29670.75,nan
1002236,2013,nan,134669.25,nan
1001896,2013,40672.8,19.25,22.946
1008268,2013,33543.3,4807.0,18.774
1006508,2013,10196.6,36.75,6.258
1006652,2013,30992.9,14.5,17.284
1001055,2013,6887447.9,18931.75,32827.978
1009986,2013,25510.9,12.0,14.304
1005949,2013,2601027.8,7565.25,13104.252
1000068,2013,175497.7,81.25,96.85
1005566,2013,195262.9,92.0,109.664
1004686,2013,33062.5,9191.5,18.476
1001460,2013,945452.1,248.5,4571.916
1001360,2013,10397.0,5.0,5.96
1011268,2013,20280.6,9.5,11.92
1007177,2013,4140551.5,234.25,699.406
1006951,2013,28305.0,13.25,15.794
1001699,2013,58277.8,11.75,14.006
1000588,2013,4840383.8,237.25,741.126
1005021,2013,75973.4,17.5,20.86
1003669,2013,239066.4,8.5,10.132
1000895,2013,25856.7,12.25,14.602
1010125,2013,nan,24745.0,nan
1000260,2013,209368.0,98.5,119.2
1003476,2013,26399.0,12.5,14.9
1005661,2013,4672473.1,25797.75,22328.544
1000466,2013,692509.0,326.25,388.89
1005286,2013,70299.4,1238.5,38.74
1003379,2013,111592.8,52.5,59.6
1005833,2013,70815.2,207.5,360.878
1005835,2013,68406.7,201.5,348.66
1002800,2013,27767.9,81.0,140.06
1002504,2013,52912.6,18.25,21.754
1005977,2013,64403.8,21.25,25.33
1000105,2013,84552.7,28.25,33.674
1000002,2013,103746.2,35.0,41.72
1000003,2013,80475.5,27.25,32.482
1000004,2013,59558.3,19.25,22.946
1000005,2013,78186.2,29.0,34.568
1000006,2013,42608.7,18.0,21.456
1000028,2013,83963.3,27.25,32.482
1000020,2013,54613.0,20.5,24.436
1000021,2013,91133.5,30.25,36.058
1002009,2013,55767.7,17.5,20.86
1000023,2013,104881.2,33.0,39.336
1000024,2013,80682.9,28.5,33.972
1000026,2013,94392.2,30.5,36.356
1006060,2013,101857.2,33.25,39.634
1008611,2013,76532.7,750.5,17.582
1008614,2013,26168.1,2680.75,11.92
1008677,2013,57409.1,27530.25,25.33
1008679,2013,14783.7,2671.5,7.45
1008680,2013,104931.1,37508.75,51.256
1008681,2013,62078.6,25817.0,28.906
1008682,2013,17085.2,2674.0,7.748
1005158,2013,1502.3,66570.5,nan
1005458,2013,634517.0,650.0,1113.328
1002750,2013,593980.5,708.75,1180.08
1006164,2013,163060.8,4.75,11.324
1001760,2013,284199.5,13199.75,50.66
1006415,2013,14925.0,7.0,8.344
1004404,2013,24275.2,4863.0,13.708
1002772,2013,18462.2,844.75,10.43
1002645,2013,0.1,228827.5,nan
1001399,2013,528160.9,246.5,293.828
1000315,2013,10646.7,741.75,5.96
1004087,2013,124830.4,132345.0,70.924
1005709,2013,146766.9,68.5,81.95
1006883,2013,80641.3,38.0,181.184
1003846,2013,29781.0,14.25,17.284
1002978,2013,41477.2,24.5,35.164
1001609,2013,1107038.6,513.25,611.794
1000759,2013,793087.0,367.775,438.656
1004760,2013,274.6,0.25,0.298
1007189,2013,686034.7,318.0,379.354
1007311,2013,1515975.2,4384.25,7600.788
1000158,2013,662277.0,10366.5,3063.142
1004962,2013,1061980.8,1138.5,4014685.204
1002530,2013,403955.9,830.25,1329.08
1007180,2013,1400272.5,4029.75,6989.292
1006751,2013,337248.2,88.75,1688.17
1004873,2013,2038.8,2.0,5.066
1000132,2013,57550.5,31.1,46.488
1007053,2013,715108.1,347.25,448.192
1002577,2013,1337.7,1091.0,0.894
1000101,2013,1374780.1,637.5,759.9
1011217,2013,nan,71064.5,nan
1003450,2013,nan,32393.0,nan
1004233,2013,229843.9,11859.25,283.1
1006523,2013,49833.5,7331.75,27.714
1007247,2013,724617.8,336.0,400.512
1004818,2013,97024.0,45.5,51.256
1000551,2013,3803.8,1.75,2.086
1005810,2013,nan,42069.5,nan
1001379,2013,14515.4,6.5,7.748
1002822,2013,42181.2,115.5,199.362
1001780,2013,101363.0,47.75,56.918
1001397,2013,34721.2,16.0,19.072
1008835,2013,28401.3,1663.25,29.8
1008734,2013,9868.0,4.75,1016.18
1010471,2013,24370.561,11.475,13.708
1000843,2013,2552980.8,7514.5,13035.712
1003903,2013,65857.7,31.0,36.952
1002350,2013,1348138.0,617.5,736.06
1007750,2013,80503.2,31.75,37.846
1005872,2013,39223.6,18.5,22.052
1000668,2013,1697403.4,446.0,8505.516
1000732,2013,185327.9,524.5,916.648
1005983,2013,68677.9,32.25,38.442
1003412,2013,nan,53637.5,nan
1002728,2013,123785.0,58.25,69.434
1002032,2013,91647.2,44.5,5.066
1000046,2013,nan,56271.5,10.728
1007654,2013,nan,7986.0,nan
1002896,2013,nan,33077.0,nan
1007875,2013,nan,169046.0,nan
1004171,2013,40327.0,44.75,56.024
1004964,2013,92.1,nan,nan
1002944,2013,22458.1,10.5,12.516
1002943,2013,341257.0,42537.5,113.24
1005395,2013,43499.5,20.75,25.33
1004406,2013,nan,14057.5,nan
1002168,2013,nan,30131.5,nan
1002167,2013,0.0,56758.25,nan
1002401,2013,27.0,32932.0,nan
1006619,2013,nan,16632.5,nan
1005850,2013,55116.5,26.0,30.992
1004208,2013,769750.8,1218.25,2636.108
1002613,2013,91763.4,43.25,51.554
1007885,2013,102870.3,48.5,58.706
1002622,2013,55960.1,26.25,31.29
1003551,2013,62939.3,29.75,35.462
1000017,2013,166101.5,254.0,416.008
1003325,2013,270270.4,127.5,151.98
1000356,2013,54727.7,25.75,30.694
1006829,2013,51319.1,24.25,28.906
1005378,2013,29918.1,14.0,16.688
1001934,2013,656137.3,286.0,340.912
1006543,2013,1660647.1,12220.75,10243.154
1004740,2013,51035.8,24.0,28.608
1006355,2013,28693.5,13.5,14.9
1002766,2013,14.3,13026.5,nan
1002639,2013,8.7,55811.75,nan
1007735,2013,6603.9,6.5,15.496
1004618,2013,29018.1,576.5,900.556
1001918,2013,39828.3,18.75,22.648
1002999,2013,3816.9,1.75,2.086
1007684,2013,nan,60188.5,nan
1006417,2013,1.4,60480.5,nan
1002278,2013,40354.4,19.0,22.648
1000330,2013,75565.9,17.75,20.86
1006384,2013,48148.1,22.5,159.43
1005038,2013,56422.3,1891.5,2981.788
1006139,2013,105959.0,50.0,59.6
1006416,2013,23490.4,11.25,13.41
1007568,2013,59943.6,3014.0,32.78
1004815,2013,48.1,269192.5,nan
1003744,2013,nan,16339.5,nan
1005525,2013,78205.6,36.75,43.806
1004353,2013,nan,1442.5,nan
1002325,2013,161652.7,17143.75,87.314
1003718,2013,38502.2,nan,nan
1003913,2013,31478.4,0.5,0.596
1003478,2013,nan,40150.0,nan
1005268,2013,35373.8,16.75,19.966
1004613,2013,42663.3,10597.0,71.818
1000331,2013,nan,23095.0,nan
1006093,2013,28142.5,13.5,16.39
1005281,2013,nan,230035.75,nan
1006223,2013,nan,184432.5,nan
1006787,2013,168297.7,199.25,95.956
1002443,2013,158910.9,125.25,90.294
1005626,2013,171662.3,147.75,97.744
1007094,2013,nan,276733.5,nan
1006961,2013,777650.7,2462.5,1886.638
1009068,2013,270652.4,1950.25,721.756
1004354,2013,5.7,3060.0,nan
1000477,2013,nan,91434.25,nan
1000383,2013,76233.6,35.75,42.614
1006002,2013,25477.0,12.0,14.9
1005126,2013,105788.3,6.5,7.748
1007900,2013,304.4,15194.5,23.84
1011449,2013,nan,375595.0,nan
1002858,2013,23818.4,1006.75,14.9
1002502,2013,24888.085,2151.975,12.218
1000287,2013,nan,135183.0,nan
1006217,2013,3589.3,2.25,3.874
1005518,2013,nan,131256.25,nan
1004245,2013,nan,397171.5,nan
1001943,2013,102.2,26957.0,0.298
1004237,2013,269934.0,9353.25,151.384
1006102,2013,19062.3,9.0,10.728
1001132,2013,103024.3,11377.25,56.024
1005846,2013,42621.9,12773.75,23.84
1004869,2013,48622.0,23.0,263.134
1005891,2013,nan,203570.0,nan
1004082,2013,0.0,71504.0,nan
1002158,2013,69.0,109280.25,nan
1005880,2013,32197.9,101.25,220.222
1000638,2013,23330.6,11.0,14.006
1002893,2013,92183.8,8835.75,2690.046
1007994,2013,181958.7,2098.25,3490.176
1002963,2013,176526.2,8969.5,3298.264
1007541,2013,nan,4036.25,nan
1004091,2013,59551.0,60.25,33.376
1007948,2013,nan,19550.0,nan
1006301,2013,2217399.5,46545.5,3648.414
1006661,2013,nan,12567.5,nan
1003818,2013,13.4,47004.5,nan
1004958,2013,nan,14114.25,nan
1007215,2013,nan,293343.0,nan
1010447,2013,222302.6,235.75,527.46
1000452,2013,101693.8,48.0,56.62
1006468,2013,2544800.8,12063.0,5432.838
1006078,2013,1352273.7,8335.25,3245.816
1006259,2013,49608.0,23.5,28.31
1007339,2013,4167553.3,23335.25,8841.064
1004111,2013,12795.5,6.0,7.152
1008476,2013,36487.8,7919.75,19.966
1007367,2013,91813.8,17914.0,39.634
1010302,2013,95635.9,6221.0,47.68
1001649,2013,2830186.1,40346.5,1428.016
1001650,2013,1942239.7,25626.5,987.87
1001651,2013,814361.7,344.75,410.942
1006838,2013,28446.6,147.0,25.032
1001799,2013,513572.3,216.0,257.472
1001800,2013,419071.2,174.5,208.004
1001872,2013,572314.0,241.75,288.166
1001873,2013,478613.1,225.25,268.796
1001874,2013,403085.3,190.0,226.778
1001875,2013,291252.6,137.25,163.9
1001628,2013,697241.1,18696.0,362.07
1001801,2013,174863.0,73.75,87.91
1007371,2013,154311.4,65.25,78.076
1005003,2013,157451.0,63.5,75.692
1006487,2013,20197.8,9.5,11.324
1002354,2013,29065.649,13.7,16.39
1003356,2013,nan,146279.5,nan
1007951,2013,560.1,103582.75,14.602
1007574,2013,18962.0,12.25,21.158
1006214,2013,29776.0,13.75,16.39
1002489,2013,96.2,340888.75,0.298
1004280,2013,9516.6,4.5,5.96
1005023,2013,nan,268508.25,157.94
1004026,2013,0.2,24226.25,26.82
1002349,2013,47311.0,22.25,26.82
1006373,2013,583126.3,25278.5,216.944
1003241,2013,34640.0,16.5,19.668
1003898,2013,64525.8,30.5,36.356
1002954,2013,45970.9,22.0,27.118
1007026,2013,nan,9842.5,nan
1002600,2013,51382.7,98.25,165.092
1004494,2013,103.7,30255.5,0.298
1006828,2013,63251.8,29.75,35.76
1004848,2013,nan,63482.25,nan
1006464,2013,20.0,45931.5,nan
1007712,2013,nan,2447.5,nan
1007605,2013,5.1,146538.25,nan
1002436,2013,86.6,24327.5,nan
1003543,2013,nan,22718.5,nan
1004947,2013,nan,4169.5,12.218
1005056,2013,nan,53647.75,nan
1001811,2013,25401.3,12.0,14.602
1001726,2013,47621.9,121.25,208.004
1004415,2013,nan,73359.25,nan
1007680,2013,30.0,73717.5,nan
1006174,2013,737339.1,80520.7,4149.65
1006221,2013,nan,24367.5,nan
1006784,2013,126909.9,40.25,95.956
1001775,2013,52.9,39439.25,nan
1006406,2013,nan,5270.0,nan
1005954,2013,19261.0,9.0,11.92
1002526,2013,72725.0,34.25,41.72
1002433,2013,54245.0,25.5,29.8
1005075,2013,70684.1,33.5,38.74
1005019,2013,37323.3,17.5,20.86
1005022,2013,42531.1,20.0,23.84
1004105,2013,20043.0,9.5,11.92
1005076,2013,37298.0,17.5,20.86
1000573,2013,102.2,nan,nan
1007600,2013,nan,12489.25,5.96
1006969,2013,262.0,51915.5,89.102
1002265,2013,474867.8,1790.75,51.852
1007743,2013,500.9,51180.0,82.546
1003405,2013,43684.8,20.5,24.436
1003086,2013,24650.0,43.0,274.16
1003837,2013,79689.8,150.0,45.594
1007554,2013,14.9,45147.5,nan
1004355,2013,nan,6305.0,nan
1000191,2013,13.0,156743.25,nan
1007815,2013,772.4,15319.75,1.788
1001409,2013,55247.9,25.5,30.396
1006833,2013,50943.5,14547.5,29.8
1005761,2013,4614.2,2852824.75,2.682
1001537,2013,2859623.2,6696.75,11605.312
1002087,2013,25293.6,13.25,14.304
1009343,2013,10225.7,4.75,5.662
1007302,2013,12163235.8,35117.0,60896.002
1002945,2013,25764.7,12.25,14.602
1000997,2013,939212.0,435.75,519.414
1000517,2013,9248.5,4.25,5.066
1001412,2013,8407353.8,17237.25,29119.666
1010347,2013,41195.6,19.5,23.244
1002386,2013,43.7,404.0,nan
1010722,2013,28261.9,13.25,15.794
1011063,2013,47781.0,22.5,26.82
1007300,2013,1045276.2,484.75,577.822
1007920,2013,19544.3,9.05,10.728
1010637,2013,784957.8,364.0,433.888
1002670,2013,nan,22.75,nan
1011232,2013,43544.4,20.5,23.84
1009840,2013,98384.0,4270.75,55.13
1005950,2013,50.0,53931.25,nan
1000699,2013,1188834.5,551.75,657.686
1000978,2013,58275.8,619.5,3408.226
1007242,2013,1531680.3,1201.5,2864.078
1000275,2013,217273.8,679.5,1171.14
1000555,2013,445214.5,207.25,251.214
1001246,2013,260067.4,121.25,144.53
1000346,2013,1645143.0,2224.25,5253.144
1007931,2013,45046.7,20.9,24.734
1001172,2013,2924422.2,1356.0,1616.352
1000131,2013,111264.3,59.5,88.804
1006983,2013,1513389.8,702.25,837.082
1011357,2013,36327.1,17.25,20.562
1000550,2013,1415428.6,656.75,782.846
1000284,2013,63347.2,29.5,35.164
1002343,2013,28355.6,3377.5,16.092
1005505,2013,20046.2,9.5,11.92
1002488,2013,147375.3,69.75,84.334
1002006,2013,44053.4,13369.25,34.866
1001216,2013,15845.1,7.5,8.94
1004302,2013,109507.3,6649.0,51.256
1006696,2013,68329.2,5400.25,38.442
1004674,2013,24153.4,11.5,13.708
1011233,2013,10.2,30320.0,nan
1002901,2013,nan,68575.75,nan
1001187,2013,10852627.4,32066.25,55597.86
1001011,2013,7784094.4,21585.0,37391.55
1004564,2013,60448.3,5660.5,33.376
1001255,2013,139820.7,61.0,73.308
1001207,2013,121627.4,59.25,77.48
1010544,2013,54215.5,5743.0,27.714
1003790,2013,182214.0,4.25,5.066
1000711,2013,40639.6,19.25,22.946
1005845,2013,22039.5,10.5,11.92
1000244,2013,45914.9,21.25,25.33
