Symbol,market_cap,pe_ratio,peg_ratio,eps_ratio,pb_ratio,ps_ratio,curr_ratio,ebit_ratio,roe_ratio
PSXP,9316277957.00,18.740372,0.52,2.207,5.197939,9.222795,,,
PTC,15745016560.00,71.600204,2.01,1.881,9.534866,9.634321,,,
PTCT,2945056954.00,,0.72,-6.684,10.060154,6.8434625,,,
PTE,91115398.00,,-0.11,-1.03,3.1880107,6.786126,,,
PTEN,1986958777.00,,0.15,-2.539,1.0548025,2.2025125,,,
PTGX,1552582715.00,,,-1.819,7.0670958,58.805077,,,
PTIX,34559321.00,,,-0.313,,,,,
PTN,138397894.00,,,-0.119,2.068132,-357.03625,,,
PTON,31908431413.00,,-175.33,-2.105,19.344353,8.605181,,,
PTPI,30472592.00,,,,,2.6391997,,,
PTVE,2797320241.00,,0.21,,,0.5798384,,,
PTY,2261005573.00,33.58752,,0.577,1.3706768,14.530401,,,
PUBM,1536665574.00,,,,,9.827748,,,
PULM,57374043.00,,,-0.533,1.0526315,5.2942677,,,
PUMP,1101559165.00,,3.38,-1.184,1.3562998,2.072767,,,
PVAC,367435704.00,,0.36,-32.046,2.558564,1.4932839,,,
PVH,7899831444.00,127.910805,-2.82,0.852,1.6061902,0.98841876,,,
PWFL,250097654.00,,-1.33,,,2.1536133,,,
PWR,12936891181.00,26.497963,1.31,3.438,2.9036782,1.1393143,,,
PXD,40923015268.00,,0.18,-3.182,1.9276519,4.873304,,,
PXLW,180654977.00,,-0.82,-0.665,3.8852096,5.0559173,,,
PYPL,309658315034.00,59.833633,2.44,4.388,15.854468,13.486611,,,
PZN,853394023.00,15.496689,,0.755,6.4855876,5.667406,,,
PZZA,3711526993.00,52.235897,2.33,1.95,,1.9433554,,,
QADA,1580679929.00,136.65376,8.23,0.517,11.298577,4.497078,,,
QADB,1032039843.00,78.16694,,0.611,7.8397894,4.4242043,,,
QCOM,149899920000.00,19.325504,0.66,6.983,20.521593,5.176089,,,
QDEL,4783562735.00,5.153174,1.24,21.74,3.1993034,2.559647,,,
QELL,471528750.00,,,,,,,,
QIPT,195000232.00,,,,,,,,
QLGN,61558581.00,,,,,14.511178,,,
QLYS,3981121327.00,58.054626,5,1.794,10.2813425,10.915956,,,
QMCO,405888293.00,,2.26,-0.827,,1.2264097,,,
QRTEA,5582413466.00,3.9280448,-0.76,3.391,1.5078107,0.37584415,,,
QRTEB,5640049003.00,4.0283103,,3.391,1.5462984,0.38053498,,,
QRVO,20440135719.00,28.751583,0.96,6.32,4.417943,5.095049,,,
QS,12601431191.00,,,,,,,,
QTRX,2252142344.00,,,-0.968,5.269823,25.418428,,,
QTS,5353233292.00,,-14.55,-0.521,4.2675433,9.558546,,,
QUAD,198489874.00,,,-2.081,2.303138,0.07561832,,,
QUIK,78548955.00,,-0.99,-0.921,7.406216,9.077739,,,
QUMU,79690732.00,,-0.41,-0.8,2.7258687,2.166372,,,
R,4287005397.00,106.35983,-0.86,0.717,1.80207,0.4844292,,,
RAD,1189138752.00,,-8.24,-1.699,1.9513263,0.051085524,,,
RAIL,90609394.00,,-1.26,-6.971,,0.6406078,,,
RAIN,516941523.00,,,,,,,,
RAMP,3299578330.00,,42.34,-1.361,2.6179051,6.4031496,,,
RAPT,463666990.00,,,-2.294,10.168203,175.89365,,,
RARE,6369020341.00,,-1.06,-3.227,6.1974807,19.573288,,,
RAVN,1602285787.00,64.351715,6.02,0.671,4.523834,4.1374364,,,
RBBN,1168624029.00,16.227545,1.39,0.501,1.863824,1.363663,,,
RC,1131000580.00,7.34763,0.57,2.215,1.092062,2.3699741,,,
RCII,4200697196.00,17.694315,2.01,3.448,5.450241,1.2846893,,,
RCKT,2875685833.00,,-1.58,-2.721,5.814284,,,,
RCKY,400151864.00,17.386845,0.85,3.314,2.2816188,1.357035,,,
RCL,23621611263.00,,-0.11,-24.619,2.439505,102.62503,,,
RCM,6203515456.00,,-3.08,-3.578,20.23963,4.448968,,,
RDFN,6505715683.00,,-0.65,-0.01,17.45537,6.2300982,,,
RDNT,1747533293.00,168.2243,2.69,0.214,10.221465,1.6669786,,,
REAL,1713578567.00,,-0.37,-2.186,8.578834,5.622909,,,
REED,95456068.00,,-0.42,-0.172,13.441558,2.1895168,,,
REGI,3390233056.00,33.98731,1.22,1.97,2.0352921,1.447975,,,
REGN,55599884639.00,15.141768,2.65,35.128,4.6034017,6.289134,,,
REI,256131917.00,,0.32,-3.921,1.0963335,2.810215,,,
REKR,467337414.00,,,-0.612,4.2744613,35.651905,,,
REPH,104772423.00,,-0.54,-1.051,,1.5974342,,,
REPL,1542756510.00,,,-1.749,2.9878619,,,,
RES,1272836642.00,,-1.63,-0.291,2.0984278,2.4660707,,,
RESN,227795174.00,,,-0.529,9.972973,69.156715,,,
RETA,5129682617.00,,,-7.728,14.334676,615.03723,,,
REV,876641637.00,,-0.69,-9.365,,0.448188,,,
REVG,1256640201.00,154.11215,0.15,0.107,2.1401687,0.44555482,,,
REX,565764640.00,190.9651,2.19,0.487,1.4482372,1.4946009,,,
REXR,7827900558.00,91.794014,10.9,0.602,2.3694365,21.031773,,,
REYN,6376661501.00,21.454931,4.75,1.409,,1.92736,,,
RF,21052150172.00,14.069691,-0.46,1.521,1.2685993,3.6300511,,,
RFIL,79081576.00,,,-0.053,2.2800496,1.8115795,,,
RFL,778136399.00,,,-1.08,6.287425,182.84404,,,
RGEN,10224858703.00,131.53847,3.09,1.456,6.7562704,24.284386,,,
RGLD,7979718108.00,30.234146,2.37,4.1,3.347556,14.462707,,,
RGLS,94403812.00,,-0.13,-0.338,2.523416,6.8630104,,,
RGNX,1590275382.00,,-3.72,-3.155,2.8660126,10.201251,,,
RGR,1391038596.00,12.399623,,6.376,4.8189683,2.207983,,,
RGS,382593176.00,,-0.81,-4.248,7.2595806,0.95534366,,,
RH,12856437404.00,49.083652,1.09,13.401,23.259193,4.2873297,,,
RHP,4345168813.00,,-0.98,-8.646,43.163635,15.806748,,,
RIBT,52269761.00,,-0.93,-0.194,1.8949343,1.7340229,,,
RICE,501827742.00,,,,92.464516,,,,
RICK,645203548.00,92.13592,0.66,0.824,4.1175833,5.4243526,,,
RIDE,1982986392.00,,0.19,,,,,,
RIGL,695972122.00,,-0.95,-0.076,9.130434,5.3383584,,,
RILY,1842455085.00,3.4322782,,20.348,2.5946426,1.3757621,,,
RIOT,3013624032.00,,3.96,-0.016,7.8225064,99.76009,,,
RJF,17757167657.00,17.496994,0.7,7.487,2.3666286,2.127616,,,
RKDA,64435472.00,,-0.2,-0.408,1.4046022,7.3091393,,,
RKT,2965579412.00,,0.25,,,2.0331569,,,
RL,8881066529.00,,0.44,-1.65,3.3994772,2.0099142,,,
RLAY,3205667892.00,,,,,37.72379,,,
RLGY,2113101553.00,15.107666,0.19,1.161,1.1381481,0.30940562,,,
RLJ,2676615083.00,,1.32,-2.922,1.0661576,7.3626146,,,
RLMD,513796890.00,,,-4.423,5.4575524,,,,
RM,530813455.00,9.631749,0.25,5.241,1.9207062,1.466172,,,
RMBL,138742305.00,,-0.28,-11.444,17.356546,0.28835866,,,
RMBS,2182601928.00,,2.39,-0.323,2.7143388,9.836963,,,
RMD,30843959671.00,75.67913,1.72,3.129,12.718874,11.147824,,,
RMTI,91110118.00,,-0.09,-0.373,3.1957142,1.3553616,,,
RNGR,132890541.00,,-0.66,-2.037,0.7349924,0.96381307,,,
RNST,2452481929.00,17.33252,1.47,2.463,1.1055862,3.7080016,,,
RNWK,117737582.00,,,-0.28,2.8829787,1.8936815,,,
ROCK,2523250525.00,39.152798,1.3,1.983,3.3403604,2.2931147,,,
ROG,3600031308.00,54.6122,0.14,3.623,3.5570338,4.44445,,,
ROK,32402809409.00,20.867483,2.45,13.568,18.085596,5.21218,,,
ROKU,44967854730.00,394.3054,-26.99,0.871,18.612617,22.379663,,,
ROOT,3406940322.00,,-0.14,,,9.564306,,,
ROP,47457539677.00,49.099777,2.6,9.431,4.5265794,8.541976,,,
ROST,42825469151.00,48.84064,0.64,2.441,11.655098,2.8001347,,,
RPRX,27921103967.00,,2.12,,,12.205884,,,
RQI,2159973555.00,,,-0.579,1.1720471,30.770306,,,
RRC,3808756081.00,,0.24,-3.535,2.1534832,1.8749039,,,
RRD,472188000.00,4.3102922,-0.81,1.506,,0.09924232,,,
RRGB,526134757.00,,-17.3,-7.376,4.7287145,0.59963953,,,
RRR,5169372325.00,,0.09,-0.89,11.4574795,4.51884,,,
RS,11038020705.00,18.837236,1.03,8.884,1.995469,1.1745105,,,
RSG,34848019484.00,34.43396,3.29,3.18,4.046264,3.426223,,,
RSVA,528712500.00,,,,,,,,
RTP,869400000.00,,,,,,,,
RTPY,1209656250.00,,,,,,,,
RTX,134615734950.00,,0.9,,,2.2236085,,,
RUBY,2392797099.00,,,-1.991,7.6207404,,,,
RUN,8828117406.00,,-4.76,-1.06,1.5758716,9.303266,,,
RUSHA,2593196270.00,19.455444,0.89,2.424,2.0007637,0.5471098,,,
RUTH,851618720.00,,1.67,-0.382,7.542773,3.4260678,,,
RVMD,2403776102.00,,,-21.247,,58.631466,,,
RVNC,2125137494.00,,-0.54,-4.768,8.808479,75.43314,,,
RVP,398868140.00,9.141337,,1.316,6.054353,3.3881876,,,
RVPH,25159310.00,,,,,,,,
RWT,1353865754.00,3.2820246,-0.65,3.833,1.169471,2.0799305,,,
RXDX,817327606.00,,,,,654.36755,,,
RXRX,5083286499.00,,,,,880.14374,,,
RXT,4397184520.00,,1.03,,,1.5068412,,,
RYAM,502419089.00,,-2.94,-0.044,0.76269555,0.28001922,,,
RYI,629444358.00,,34.42,-1.493,3.9383636,0.18556125,,,
RZLT,105572781.00,,,-2.549,3.669725,,,,
SABR,4430958731.00,,0.29,-4.44,180.13158,4.3620763,,,
SACH,126034994.00,13.366337,,0.404,1.4308426,10.468603,,,
SAFE,3943579193.00,70.72374,1.35,1.133,3.0366075,26.33008,,,
SAFM,3649106422.00,47.201275,0.19,3.448,2.559727,0.9955829,,,
SAGE,4395942953.00,4.707497,-0.26,11.658,1.6000466,2.8822553,,,
SAH,1946635610.00,10.194504,18.11,4.73,2.408471,0.1957587,,,
SAIA,5354429594.00,35.66438,1.45,5.539,5.195681,2.7967567,,,
SAIL,4191569162.00,,-38.97,-0.202,11.033922,11.520818,,,
SALM,75233606.00,51.999996,2.61,0.05,0.5134281,0.29434174,,,
SAM,12759938705.00,51.575783,1.29,19.292,11.7245035,6.2663755,,,
SANA,4714412278.00,,,,,,,,
SAVA,2655774453.00,,4.99,-0.296,11.421456,,,,
SAVE,3772337504.00,,0.22,-5.578,1.5991402,2.4726255,,,
SBBP,193828832.00,,-0.43,-0.721,3.6517532,6.309453,,,
SBCF,2096207671.00,17.875185,2.02,2.019,1.7140008,6.08818,,,
SBGI,2488130710.00,,-4.38,-33.597,,0.428005,,,
SBH,2291836031.00,15.261905,0.3,1.26,16.038364,0.61612165,,,
SBNY,14350766311.00,22.790226,3.05,11.336,2.2108974,10.234008,,,
SBR,553869317.00,16.732038,,2.185,103.27543,15.317951,,,
SBRA,3845716898.00,27.24924,4.55,0.658,1.1050848,6.4228315,,,
SBUX,131250837000.00,132.57951,0.74,0.849,,5.562686,,,
SCCO,51478948983.00,23.035389,1.42,2.741,6.4865417,5.5482492,,,
SCHL,1379647585.00,,,-0.923,1.1612148,1.1538467,,,
SCHN,1551751765.00,25.406864,0.73,2.04,1.9503293,0.7264577,,,
SCHW,137420330432.00,31.81622,1.21,2.318,3.0859032,10.08908,,,
SCKT,46619631.00,,,-0.458,3.3218672,2.957702,,,
SCM,259163840.00,3.751763,,3.545,0.94783354,4.6793027,,,
SCOR,371156276.00,,-0.19,-0.991,1.7473217,1.0695196,,,
SCPL,430373382.00,20.36405,1.45,0.879,5.261611,0.7097073,,,
SCPS,116541494.00,,,,,,,,
SCU,1432580757.00,16.025476,-1.03,1.57,,1.5436488,,,
SCVL,936423786.00,12.993353,1.07,5.265,2.7680666,0.83749336,,,
SCWX,1433037502.00,,-2.12,-0.254,2.60364,3.0775368,,,
SCX,65920981.00,,,-1.918,1.164759,0.33250892,,,
SCYX,170822610.00,,,-3.676,5.974543,12.857868,,,
SDC,3851996790.00,,-0.56,-1.115,2.663565,5.381712,,,
SDGR,5298460520.00,,1.99,,,46.05013,,,
SE,137967965706.00,,,-3.587,42.78737,26.59925,,,
SEAC,57113082.00,,-0.08,-0.507,1.1808511,2.6683714,,,
SEAH,569250000.00,,,,,,,,
SEAS,4424319705.00,,2.15,-3.842,,9.54322,,,
SEEL,340099131.00,,,-0.624,10.126582,,,,
SEER,1917259921.00,,1.49,,,3757.053,,,
SELB,533141842.00,,,-0.702,,20.491772,,,
SEM,5448832109.00,16.045626,0.82,2.367,4.468761,0.9042369,,,
SENEB,435046319.00,3.4760845,,14.384,0.9016645,0.31578672,,,
SENS,1314181642.00,,-0.09,-1.425,,212.20984,,,
SESN,724340860.00,,,-0.865,78.88889,47.485058,,,
SFIX,6875244721.00,,-10.59,-0.722,14.725685,3.2054446,,,
SFM,3268709286.00,11.892811,1.07,2.351,3.4180927,0.5162774,,,
SFNC,3369642393.00,14.060552,3.16,2.246,1.1677699,4.3681808,,,
SFT,708496008.00,,,,,2.6379402,,,
SGBX,38995401.00,,,-0.761,2.526909,2.451176,,,
SGEN,28236018255.00,42.723213,-1.56,3.584,8.107163,12.225119,,,
SGH,1098543620.00,69.770645,0.35,0.654,4.207469,0.9269751,,,
SGLB,26643100.00,,,-1.076,3.291634,42.320282,,,
SGMO,1658953430.00,,0.52,-0.878,3.440269,12.329904,,,
SGMS,7231815222.00,,-12.38,-4.496,,2.6717377,,,
SGRY,5216469309.00,,-128.7,-2.979,11.25065,2.7665124,,,
SGTX,328223688.00,,,,,26.883324,,,
SGU,450633391.00,5.9900994,,1.818,1.2902845,0.31428963,,,
SHAK,4165117770.00,,461.28,-1.064,9.38787,7.806782,,,
SHC,7023661032.00,,0.89,,,8.16256,,,
SHLS,4870073758.00,,3.46,,,28.282532,,,
SHLX,6131383882.00,13.510998,0.97,1.182,11.036628,12.586856,,,
SHO,2871644996.00,,-0.99,-1.441,1.4460578,20.464378,,,
SHOO,3658685467.00,173.03502,2.2,0.257,4.6692567,3.057483,,,
SHW,73657401493.00,34.705276,2.49,7.736,23.178797,3.8279493,,,
SHYF,1447046101.00,,1.45,,,1.9755147,,,
SI,2796611899.00,59.75352,,1.704,3.5413187,26.320143,,,
SIEB,141087972.00,32.01439,,0.139,3.343351,2.3748465,,,
SILK,1598944715.00,,-0.42,-1.427,15.934627,20.597746,,,
SINO,60296856.00,,,-2.747,1.0232182,10.601111,,,
SINT,40976393.00,,,-0.527,1.705021,82.45061,,,
SIRI,28021747504.00,504.61536,2.42,0.013,,3.29431,,,
SITE,7252900222.00,50.01542,4.43,3.242,8.936839,2.4885256,,,
SITM,2067849643.00,,5.77,-0.559,306.8254,16.8136,,,
SIVB,32275685642.00,18.663727,2.57,30.383,3.4736533,6.770117,,,
SIX,3763215172.00,,7.28,-5.118,,11.041867,,,
SJI,3117445256.00,14.639009,3.14,1.856,1.5772669,1.8164434,,,
SJM,14726977869.00,17.308088,5.86,7.79,1.8071789,1.8248138,,,
SJT,254017938.00,24.646019,,0.226,54.607845,21.650398,,,
SKIN,2080462280.00,,,-443.707,,17.533237,,,
SKT,2036242355.00,,9.44,-0.061,4.1036296,4.9336033,,,
SKX,7469107062.00,51.67891,0.35,0.953,2.965617,1.5915192,,,
SKY,2859167715.00,32.71812,1.68,1.49,4.8560615,1.9432876,,,
SKYT,1115546260.00,,,,,7.745739,,,
SKYW,2451325316.00,,-1.23,-0.052,1.1315224,1.2778447,,,
SLCA,846005325.00,,0.07,-0.852,1.4479804,1.0848113,,,
SLCT,277184103.00,22.717537,,0.747,1.37576,4.8655863,,,
SLDB,442292189.00,,,-1.261,1.7916305,135.92824,,,
SLG,5761927661.00,23.977407,19.11,3.364,1.1930012,5.9549775,,,
SLGG,83441198.00,,,-1.28,3.4216592,81.31607,,,
SLM,6419637603.00,6.697068,0.31,3.07,2.8639085,3.1658943,,,
SLNO,90087758.00,,-0.26,-0.389,2.2717624,,,,
SLRX,51488497.00,,,-0.361,1.0366973,9.42265,,,
SLS,171964944.00,,,-1.486,6.0000005,75.94935,,,
SM,2671653605.00,,-2.7,-5.293,1.4575633,2.275011,,,
SMAR,7744430386.00,,,-1.019,15.324922,19.31085,,,
SMED,204206459.00,19.914967,1.07,0.588,5.004274,2.8151636,,,
SMG,11141165430.00,20.115076,2.46,9.472,11.279304,2.1395638,,,
SMIT,22274471.00,,,-1.411,2.7116425,3.1196055,,,
SMLP,194106757.00,0.46789858,-1.67,59.094,0.22881685,0.4922895,,,
SMPL,3386173740.00,52.43205,2.06,0.699,2.7447019,3.903378,,,
SMSI,290472415.00,,12,-0.026,2.3849933,5.755557,,,
SMTC,4333832594.00,58.803574,1.42,1.12,6.0689273,6.7574806,,,
SNA,13218229689.00,17.957447,1.81,12.455,3.1186469,3.0353239,,,
SNAP,96769849318.00,,2.89,-0.628,53.60641,33.51795,,,
SNBR,2945465600.00,17.94786,0.84,5.984,,1.3458525,,,
SNCR,148347222.00,,-0.7,-1.395,5.2734375,0.42567033,,,
SNCY,2287853284.00,,,,,6.8064656,,,
SND,130436670.00,3.5833335,2.45,0.84,0.4396728,1.2750146,,,
SNDX,942294357.00,,,-1.878,4.0169134,604.3002,,,
SNES,21689295.00,,-0.05,-1.609,1.3046815,62.205708,,,
SNGX,46892149.00,,-3.59,-0.404,2.7944574,30.645002,,,
SNMP,44948302.00,,,-4.497,,1.023836,,,
SNOW,73139661000.00,,,-3.229,14.409413,100.43064,,,
SNPR,439012500.00,,,,,,,,
SNPS,39068329918.00,51.43052,2.7,5.138,7.9228253,10.119415,,,
SNPX,24837553.00,,,,,,,,
SNSE,361861896.00,,,,,,,,
SNX,6557228327.00,13.214098,1.36,9.519,3.021862,0.25543758,,,
SO,67360651398.00,19.80503,3.02,3.18,2.3408287,3.1350224,,,
SOFI,18421073949.00,,,,,30.866373,,,
SOI,480602876.00,,22.67,-0.41,1.6233766,5.995725,,,
SOLY,475767803.00,,-0.42,-0.821,17.798092,,,,
SONM,43491311.00,,-0.08,-0.507,1.9843001,0.60695183,,,
SONN,32724044.00,,,,,,,,
SONO,4349710734.00,37.391773,1.69,0.924,7.4221263,2.746009,,,
SP,754176280.00,,2.6,-5.911,4.16356,1.7015942,,,
SPG,44546656161.00,36.783905,3.21,3.554,14.211327,9.602969,,,
SPGI,92652549000.00,38.889545,2.88,10.158,92.21289,12.404215,,,
SPH,952320249.00,8.964515,2.4,1.719,1.9452158,0.79280937,,,
SPKE,406350947.00,17.504,,0.625,3.0220995,0.7732718,,,
SPLK,19024182675.00,,2.23,-6.661,16.227804,8.803185,,,
SPLP,615600140.00,8.158247,,3.741,1.1916754,0.5313372,,,
SPNE,665211325.00,,2.04,-1.571,3.7164416,4.384549,,,
SPOK,221572322.00,,,-2.197,1.1048855,1.482757,,,
SPPI,700999282.00,,,-1.175,5.365854,,,,
SPR,5410134026.00,,0.29,-8.456,7.7344704,1.6588718,,,
SPRB,293493098.00,,,,,,,,
SPRO,463963181.00,,-0.13,-2.996,3.7993011,30.243443,,,
SPRT,85332093.00,,,-0.104,2.4808486,2.4426532,,,
SPT,4101944462.00,,,-1.485,,31.871256,,,
SPTN,734950080.00,9.108024,0.55,2.231,0.98187965,0.08048226,,,
SPWH,786770471.00,7.730035,0.37,2.304,3.650338,0.5095773,,,
SPWR,4214691646.00,10.892699,-2.87,2.26,11.78999,3.7232459,,,
SPXC,2793948929.00,27.916668,1.55,2.208,4.2198944,1.753694,,,
SPXX,312374243.00,19.189486,,0.913,1.0836221,60.53888,,,
SQ,95723044127.00,313.53845,3.04,0.715,44.04322,7.7490997,,,
SQBG,20074501.00,,,-54.319,0.6333793,0.18645036,,,
SQFT,41836797.00,,,,,1.6459754,,,
SQZ,374730344.00,,-0.17,,,19.58007,,,
SRAC,321795600.00,,,,,,,,
SRAX,146073470.00,,-1.21,-1.424,4.736081,11.054758,,,
SRCL,6823323942.00,,2.41,-0.129,2.8232467,2.6970508,,,
SRE,42216952705.00,10.740318,3.91,13.143,1.897159,3.684288,,,
SRG,1079815156.00,,,-2.497,1.1539874,9.729171,,,
SRGA,176584136.00,,-0.29,,,1.674427,,,
SRNE,2636453979.00,,0.16,-0.907,10.817307,56.673496,,,
SRNG,2134687500.00,,,,,,,,
SRPT,6598155098.00,,-0.11,-8.943,12.234138,11.42865,,,
SRRK,980836820.00,,,-2.992,4.4844847,71.564476,,,
SRT,318936143.00,,-41.25,-0.617,1.7614841,0.50638586,,,
SSB,6172841777.00,22.702274,0.99,3.782,1.2925272,5.159752,,,
SSPK,539037919.00,,,,,,,,
SSSS,325802207.00,60.444447,,0.225,1.2103952,176.63138,,,
SSY,24635389.00,16.108597,,0.221,1.545139,0.60029185,,,
SSYS,1473274620.00,,-19.19,-7.883,1.4475539,2.6944165,,,
STAA,6565313300.00,624.2081,21.5,0.221,30.17279,36.13562,,,
STAF,27624152.00,,,-1.318,,0.13029629,,,
STAG,6095298060.00,37.65396,11.05,1.023,2.3224406,12.330527,,,
STAY,3602602769.00,36.14841,0.86,0.566,3.2048872,3.555628,,,
STC,1604116609.00,7.3165197,1.72,7.93,1.4927831,0.6131313,,,
STCN,135026283.00,,,-0.233,2.8047183,0.20207801,,,
STE,16694582014.00,41.38661,2.56,4.63,4.2028384,5.263114,,,
STEM,3878269088.00,,,,,83.403534,,,
STEP,1203093750.00,,,,,2.2266555,,,
STKS,369219441.00,,20.68,-0.281,15.569157,2.5292263,,,
STL,5036471590.00,16.030071,2.47,1.563,1.0760608,5.5642824,,,
STLD,13625734852.00,16.63369,1.57,3.74,2.7787206,1.2430196,,,
STMP,3509214842.00,19.763412,1.66,10.102,3.628812,4.5963273,,,
STOK,1508312243.00,,,-2.662,5.570648,,,,
STON,305529068.00,,,-0.195,,0.9751504,,,
STOR,9748589308.00,44.316452,6.34,0.79,1.852283,13.506009,,,
STRA,1865356682.00,29.741213,1.62,2.589,1.0825858,1.8031404,,,
STRS,201753286.00,,,-1.556,2.1126547,4.861392,,,
STSA,165529439.00,,,-11.201,0.7046263,,,,
STT,29410762763.00,14.36738,0.75,6.07,1.3179888,2.6270113,,,
STTK,1203500658.00,,,,,132.09848,,,
STWD,7625194426.00,14.822736,2.46,1.777,1.6877042,10.58745,,,
STXS,632192156.00,,,-0.102,18.81663,22.174133,,,
STZ,45638068931.00,22.758354,2.61,10.325,3.3417714,5.2643223,,,
SUM,4142896603.00,22.546627,1.14,1.394,2.2891479,1.5413947,,,
SUMO,2223643103.00,,,,,10.117182,,,
SUMR,28307811.00,,,-0.52,4.7355266,0.15869194,,,
SUN,3719053285.00,7.6661296,2.75,4.966,4.5462146,0.34814036,,,
SUNW,162465252.00,,-2.94,-0.737,3.3148983,8.177152,,,
SUP,236121904.00,,7.9,-2.85,,0.20729423,,,
SUPN,1622900479.00,16.06486,19.15,2.066,2.3314133,3.1628969,,,
SURF,309272012.00,13.780719,,0.529,1.9901719,3.5494409,,,
SVC,2361925527.00,,-0.95,,,2.2084072,,,
SVOK,314381250.00,,,,,,,,
SVRA,206830753.00,,,-0.692,1.2062256,822.4747,,,
SWAV,5985252078.00,,-0.97,-2.082,32.802326,79.424545,,,
SWBI,1133674978.00,,0.31,,,1.0150354,,,
SWI,5285341845.00,36.21339,2.17,0.478,1.8505452,5.3102803,,,
SWIM,3304500334.00,,,,,6.952945,,,
SWK,33359974019.00,19.985779,1.46,9.844,3.2087812,2.0364003,,,
SWKS,27823044418.00,23.668327,1.15,7.224,5.99047,6.4772153,,,
SWM,1308520978.00,16.470812,2.79,2.621,2.0766788,1.2314485,,,
SWN,3743807008.00,,-0.16,-2.444,6.339492,1.3331149,,,
SWTX,4123587556.00,,,-13.84,10.270443,112.32188,,,
SXC,639759416.00,41.499996,1.9,0.18,1.2926112,0.4730918,,,
SYF,29120654269.00,13.91512,2.42,3.558,2.2645564,4.2881556,,,
SYK,95366187321.00,69.48509,2.22,3.69,7.1544166,6.5641603,,,
SYN,83107573.00,,,-0.55,1.0558872,,,,
SYNA,4814569334.00,35.59705,1.63,4.07,5.465314,3.9553678,,,
SYNH,8643852672.00,44.388298,1.2,1.88,2.6870813,1.9433899,,,
SYPR,73857770.00,200.625,,0.016,5.5060034,0.8625416,,,
SYRS,358159366.00,,,-1.607,2.4308708,20.771072,,,
SYX,1297537006.00,18.09086,1.41,1.904,11.064889,1.2340753,,,
SYY,40650297695.00,,2.2,-0.481,28.698568,0.91002834,,,
T,207131400000.00,,7.04,-0.345,1.2537751,1.2089931,,,
TA,451708866.00,,11.87,-0.12,0.7075407,0.08863267,,,
TACO,386686754.00,25.447943,2.15,0.413,1.8039821,0.7763588,,,
TAIT,34657840.00,20.57647,,0.272,2.4440174,4.535409,,,
TARA,61571637.00,,,,,,,,
TARS,769873020.00,,0.79,,,22.813187,,,
TBBK,1483293426.00,16.161108,1.1,1.589,2.4635458,4.9968767,,,
TBIO,1632551717.00,,,-0.182,3.9516442,9.107807,,,
TBK,2045207514.00,20.432514,1.76,4.023,2.8212519,5.6456804,,,
TBLT,64166236.00,,,-0.468,1.2004219,1.4569216,,,
TCBI,3479488315.00,24.431896,1.7,2.834,1.2919838,3.9026275,,,
TCDA,245330898.00,,,-4.868,4.367347,,,,
TCI,263585531.00,11.347765,,2.864,0.770416,4.7355905,,,
TCPC,862465252.00,4.6937437,0.7,3.053,1.0570185,4.812362,,,
TCRR,701425868.00,,,-2.34,2.1012437,,,,
TDAC,157375518.00,,,-0.148,18.849028,,,,
TDC,5233400000.00,369.53488,1.51,0.129,12.505246,2.7599747,,,
TDG,36448382288.00,242.82031,3.7,2.716,,8.0519,,,
TDOC,23245312634.00,,22.32,-5.944,1.5101593,17.502964,,,
TDS,2999200920.00,13.089918,0.26,1.835,0.5672051,0.5201317,,,
TDUP,2637765144.00,,,,,12.982663,,,
TDW,587849142.00,,-1.11,-5.261,0.7440538,1.6141975,,,
TDY,19489709070.00,40.182617,1.7,10.678,4.766279,6.4265084,,,
TECH,16690746093.00,97.83801,3.86,4.593,11.341713,20.613329,,,
TELA,190757843.00,,,-2.17,4.821614,9.870869,,,
TELL,2015384200.00,,-0.49,-0.653,10.441501,51.09181,,,
TEN,1641017698.00,,0.64,-7.564,,0.111766614,,,
TENB,4463335712.00,,16.3,-0.269,25.711657,9.604349,,,
TER,20735072892.00,29.565714,1.81,4.398,9.3091345,6.7588186,,,
TERN,413111597.00,,,,,,,,
TESS,66828460.00,,-0.64,-1.005,0.824934,0.1698432,,,
TEX,3451610000.00,60.11598,0.09,0.776,3.4120831,1.048011,,,
TFC,78606200420.00,,1.4,,,3.6864429,,,
TFSL,6075346640.00,67.838715,,0.31,3.4172897,19.301744,,,
TG,509202787.00,,,-1.321,4.531565,0.7075009,,,
TGI,1361469554.00,,-1.72,-8.55,,0.7329771,,,
TGT,114746246058.00,19.018616,1.29,12.248,7.725012,1.1742152,,,
TGTX,5276769716.00,,,-2.615,10.756155,5724.229,,,
TH,419118087.00,,-3.3,-0.455,4.287305,1.9587336,,,
THC,7228639265.00,16.050955,2.82,3.768,52.454468,0.36079878,,,
THCB,476723681.00,,,-0.123,,,,,
THMO,34425056.00,,,,,3.842039,,,
THO,6436879179.00,10.785389,0.57,9.855,2.1534941,0.5326308,,,
THRM,2407103109.00,29.25092,0.83,2.443,3.8614502,2.4319842,,,
THRY,1049317747.00,,,,,1.105396,,,
THS,2725579875.00,58.047443,2.77,0.822,1.4382385,0.6206637,,,
TIG,781553389.00,,,,,4.0939293,,,
TIL,1971057213.00,,,,,24901.498,,,
TISI,261668580.00,,-0.79,-2.336,1.4749112,0.33283368,,,
