Industry
All
Other
Electrical Products
Metal Fabrications
Business Services
Service to the Health Industry
Major Chemicals
Finance/Investors Services
Air Freight/Delivery Services
Investment Managers
Life Insurance
Diversified Commercial Services
Semiconductors
Industrial Machinery/Components
Other Specialty Stores
Computer Manufacturing
Real Estate Investment Trusts
Precious Metals
Transportation Services
Other Pharmaceuticals
Major Banks
Biotechnology: Biological Products (No Diagnostic Substances)
Major Pharmaceuticals
Beverages (Production/Distribution)
Biotechnology: In Vitro & In Vivo Diagnostic Substances
Medical/Dental Instruments
Investment Bankers/Brokers/Service
Engineering & Construction
Specialty Chemicals
Advertising
Recreational Products/Toys
Property-Casualty Insurers
Aluminum
Hospital/Nursing Management
Food Chains
EDP Services
Military/Government/Technical
Multi-Sector Companies
Home Furnishings
Computer Software: Prepackaged Software
Industrial Specialties
Auto Parts:O.E.M.
Diversified Financial Services
Telecommunications Equipment
Medical/Nursing Services
Oilfield Services/Equipment
Power Generation
Building Products
Building operators
Clothing/Shoe/Accessory Stores
Electric Utilities: Central
Services-Misc. Amusement & Recreation
Real Estate
Biotechnology: Electromedical & Electrotherapeutic Apparatus
Accident &Health Insurance
Other Consumer Services
Managed Health Care
Finance Companies
Newspapers/Magazines
Medical Specialities
Finance: Consumer Services
Textiles
Professional Services
Aerospace
Radio And Television Broadcasting And Communications Equipment
Specialty Insurers
Ophthalmic Goods
Farming/Seeds/Milling
Computer peripheral equipment
Commercial Banks
Oil & Gas Production
Biotechnology: Commercial Physical & Biological Resarch
Natural Gas Distribution
Movies/Entertainment
Containers/Packaging
Broadcasting
Assisted Living Services
Coal Mining
Water Supply
Office Equipment/Supplies/Services
Trusts Except Educational Religious and Charitable
Retail: Computer Software & Peripheral Equipment
Catalog/Specialty Distribution
Packaged Foods
Tobacco
Environmental Services
Trucking Freight/Courier Services
Restaurants
Diversified Manufacture
Auto Manufacturing
Electronic Components
Marine Transportation
Wholesale Distributors
Construction/Ag Equipment/Trucks
Steel/Iron Ore
Oil/Gas Transmission
Agricultural Chemicals
Savings Institutions
Biotechnology: Laboratory Analytical Instruments
Paints/Coatings
Consumer Electronics/Video Chains
Precision Instruments
Plastic Products
Computer Software: Programming Data Processing
Department/Specialty Retail Stores
RETAIL: Building Materials
Computer Communications Equipment
Integrated oil Companies
Meat/Poultry/Fish
Specialty Foods
Apparel
Hotels/Resorts
Misc Health and Biotechnology Services
Homebuilding
Shoe Manufacturing
Rental/Leasing Companies
Banks
Television Services
Pollution Control Equipment
Fluid Controls
Package Goods/Cosmetics
Food Distributors
Medical Electronics
Oil Refining/Marketing
Automotive Aftermarket
Paper
Building Materials
Publishing
Railroads
Consumer Specialties
Other Metals and Minerals
Miscellaneous manufacturing industries
Books
Motor Vehicles
Electronics Distribution
Internet and Information Services
Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Consumer Electronics/Appliances
Ordnance And Accessories
Other Transportation
EDP Peripherals
Miscellaneous
Tools/Hardware
Forest Products
